candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-101-01-falguni-nayar,Falguni Nayar,1963,Founder: Nykaa,,,,,https://en.wikipedia.org/wiki/Falguni_Nayar,unresearched,unverified_candidate,40pct high-yield founder: Nykaa
2,fe-101-02-girish-mathrubootham,Girish Mathrubootham,1975,Founder: Freshworks,,,,,https://en.wikipedia.org/wiki/Girish_Mathrubootham,unresearched,unverified_candidate,40pct high-yield founder: Freshworks
3,fe-101-03-sridhar-vembu,Sridhar Vembu,1968,Founder: Zoho,,,,,https://en.wikipedia.org/wiki/Sridhar_Vembu,unresearched,unverified_candidate,40pct high-yield founder: Zoho
4,fe-101-04-tope-awotona,Tope Awotona,1981,Founder: Calendly,,,,,https://en.wikipedia.org/wiki/Tope_Awotona,unresearched,unverified_candidate,40pct high-yield founder: Calendly
5,fe-101-05-david-cancel,David Cancel,1972,Founder: Drift,,,,,https://en.wikipedia.org/wiki/David_Cancel,unresearched,unverified_candidate,40pct high-yield founder: Drift
6,fe-101-06-jennifer-hyman,Jennifer Hyman,1980,Founder: Rent the Runway,,,,,https://en.wikipedia.org/wiki/Jennifer_Hyman,unresearched,unverified_candidate,40pct high-yield founder: Rent the Runway
7,fe-101-07-jennifer-fleiss,Jennifer Fleiss,1983,Founder: Rent the Runway,,,,,https://en.wikipedia.org/wiki/Jennifer_Fleiss,unresearched,unverified_candidate,40pct high-yield founder: Rent the Runway
8,fe-101-08-leila-janah,Leila Janah,1982,Founder: Samasource,,,,,https://en.wikipedia.org/wiki/Leila_Janah,unresearched,unverified_candidate,40pct high-yield founder: Samasource
9,fe-101-09-jessica-alba,Jessica Alba,1981,Founder: Honest Company,,,,,https://en.wikipedia.org/wiki/Jessica_Alba,unresearched,unverified_candidate,40pct high-yield founder: Honest Company
10,fe-101-10-sara-blakely,Sara Blakely,1971,Founder: Spanx,,,,,https://en.wikipedia.org/wiki/Sara_Blakely,unresearched,unverified_candidate,40pct high-yield founder: Spanx
11,fe-101-11-sean-rad,Sean Rad,1986,Founder: Tinder,,,,,https://en.wikipedia.org/wiki/Sean_Rad,unresearched,unverified_candidate,40pct high-yield founder: Tinder
12,fe-101-12-justin-mateen,Justin Mateen,1986,Founder: Tinder,,,,,https://en.wikipedia.org/wiki/Justin_Mateen,unresearched,unverified_candidate,40pct high-yield founder: Tinder
