candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-024-01-maxine-d.-brown,Maxine D. Brown,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Maxine_D._Brown,unresearched,unverified_candidate,Wikipedia category: American computer scientists
2,fe-024-02-jeremy-howard,Jeremy Howard,1971,fast.ai founder,,,,,https://en.wikipedia.org/wiki/Jeremy_Howard,unresearched,unverified_candidate,Curated: fast.ai founder
3,fe-024-03-charles-hoskinson,Charles Hoskinson,1987,Cardano founder,,,,,https://en.wikipedia.org/wiki/Charles_Hoskinson,unresearched,unverified_candidate,Curated: Cardano founder
4,fe-024-04-maciej-cegłowski,Maciej Cegłowski,,American software engineers,,,,,https://en.wikipedia.org/wiki/Maciej_Cegłowski,unresearched,unverified_candidate,Wikipedia category: American software engineers
5,fe-024-05-nina-amenta,Nina Amenta,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Nina_Amenta,unresearched,unverified_candidate,Wikipedia category: American computer scientists
6,fe-024-06-stephanie-hurlburt,Stephanie Hurlburt,,tech founder,,,,,https://en.wikipedia.org/wiki/Stephanie_Hurlburt,unresearched,unverified_candidate,Curated: tech founder
7,fe-024-07-justin-kan,Justin Kan,1983,YC founder,,,,,https://en.wikipedia.org/wiki/Justin_Kan,unresearched,unverified_candidate,Curated: YC founder
8,fe-024-08-alexey-dosovitskiy,Alexey Dosovitskiy,1987,AI researcher,,,,,https://en.wikipedia.org/wiki/Alexey_Dosovitskiy,unresearched,unverified_candidate,Curated: AI researcher
9,fe-024-09-shona-brown,Shona Brown,,Google VP,,,,,https://en.wikipedia.org/wiki/Shona_Brown,unresearched,unverified_candidate,Curated: Google VP
10,fe-024-10-bob-kahn,Bob Kahn,1938,TCP/IP creator,,,,,https://en.wikipedia.org/wiki/Bob_Kahn,unresearched,unverified_candidate,Curated: TCP/IP creator
11,fe-024-11-will-ahmed,Will Ahmed,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Will_Ahmed,unresearched,unverified_candidate,Wikipedia category: American technology company founders
12,fe-024-12-chris-cox-(manager),Chris Cox (manager),,American software engineers,,,,,https://en.wikipedia.org/wiki/Chris_Cox_(manager),unresearched,unverified_candidate,Wikipedia category: American software engineers
