candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-x-203-01-armin-ronacher,Armin Ronacher,1989,X eng @mitsuhiko (80k followers): Flask,,,,,https://en.wikipedia.org/wiki/Armin_Ronacher,unresearched,unverified_candidate,X high-follower engineer/founder @mitsuhiko ~80000 followers; Flask
2,fe-x-203-02-kenneth-reitz,Kenneth Reitz,1987,X eng @kennethreitz (80k followers): Requests,,,,,https://en.wikipedia.org/wiki/Kenneth_Reitz,unresearched,unverified_candidate,X high-follower engineer/founder @kennethreitz ~80000 followers; Requests
3,fe-x-203-03-david-beazley,David Beazley,1967,X eng @dabeaz (50k followers): Python,,,,,https://en.wikipedia.org/wiki/David_Beazley,unresearched,unverified_candidate,X high-follower engineer/founder @dabeaz ~50000 followers; Python
4,fe-x-203-04-raymond-hettinger,Raymond Hettinger,1960,X eng @raymondh (80k followers): Python core,,,,,https://en.wikipedia.org/wiki/Raymond_Hettinger,unresearched,unverified_candidate,X high-follower engineer/founder @raymondh ~80000 followers; Python core
5,fe-x-203-05-brett-cannon,Brett Cannon,1979,X eng @brettsky (50k followers): Python core,,,,,https://en.wikipedia.org/wiki/Brett_Cannon,unresearched,unverified_candidate,X high-follower engineer/founder @brettsky ~50000 followers; Python core
6,fe-x-203-06-ned-batchelder,Ned Batchelder,1965,X eng @nedbat (50k followers): coverage.py,,,,,https://en.wikipedia.org/wiki/Ned_Batchelder,unresearched,unverified_candidate,X high-follower engineer/founder @nedbat ~50000 followers; coverage.py
7,fe-x-203-07-julia-evans,Julia Evans,1989,X eng @b0rk (200k followers): systems educator,,,,,https://en.wikipedia.org/wiki/Julia_Evans,unresearched,unverified_candidate,X high-follower engineer/founder @b0rk ~200000 followers; systems educator
8,fe-x-203-08-alice-goldfuss,Alice Goldfuss,1985,X eng @alicegoldfuss (80k followers): infra eng,,,,,https://en.wikipedia.org/wiki/Alice_Goldfuss,unresearched,unverified_candidate,X high-follower engineer/founder @alicegoldfuss ~80000 followers; infra eng
9,fe-x-203-09-jessie-frazelle,Jessie Frazelle,1989,X eng @jessfraz (150k followers): containers,,,,,https://en.wikipedia.org/wiki/Jessie_Frazelle,unresearched,unverified_candidate,X high-follower engineer/founder @jessfraz ~150000 followers; containers
10,fe-x-203-10-liz-rice,Liz Rice,1975,X eng @lizrice (80k followers): eBPF,,,,,https://en.wikipedia.org/wiki/Liz_Rice,unresearched,unverified_candidate,X high-follower engineer/founder @lizrice ~80000 followers; eBPF
11,fe-x-203-11-thomas-graf,Thomas Graf,1980,X eng @tgraf__ (50k followers): Cilium,,,,,https://en.wikipedia.org/wiki/Thomas_Graf_(computer_scientist),unresearched,unverified_candidate,X high-follower engineer/founder @tgraf__ ~50000 followers; Cilium
12,fe-x-203-12-chris-coyier,Chris Coyier,1980,X eng @chriscoyier (200k followers): CSS-Tricks,,,,,https://en.wikipedia.org/wiki/Chris_Coyier,unresearched,unverified_candidate,X high-follower engineer/founder @chriscoyier ~200000 followers; CSS-Tricks
