candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-087-01-aaron-bobick,Aaron Bobick,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Aaron_Bobick,unresearched,unverified_candidate,Wikipedia category: American computer scientists
2,fe-087-02-urs-holzle,Urs Holzle,,Google engineer,,,,,https://en.wikipedia.org/wiki/Urs_Holzle,unresearched,unverified_candidate,Curated: Google engineer
3,fe-087-03-liz-fong-jones,Liz Fong-Jones,,American software engineers,,,,,https://en.wikipedia.org/wiki/Liz_Fong-Jones,unresearched,unverified_candidate,Wikipedia category: American software engineers
4,fe-087-04-forrest-norvell,Forrest Norvell,,npm engineer,,,,,https://en.wikipedia.org/wiki/Forrest_Norvell,unresearched,unverified_candidate,Curated: npm engineer
5,fe-087-05-estelle-weyl,Estelle Weyl,,web developer,,,,,https://en.wikipedia.org/wiki/Estelle_Weyl,unresearched,unverified_candidate,Curated: web developer
6,fe-087-06-ronald-baecker,Ronald Baecker,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Ronald_Baecker,unresearched,unverified_candidate,Wikipedia category: American computer scientists
7,fe-087-07-nicholas-j.-belkin,Nicholas J. Belkin,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Nicholas_J._Belkin,unresearched,unverified_candidate,Wikipedia category: American computer scientists
8,fe-087-08-bing-xu,Bing Xu,,MXNet contributor,,,,,https://en.wikipedia.org/wiki/Bing_Xu,unresearched,unverified_candidate,Curated: MXNet contributor
9,fe-087-09-hans-juergen-boehm,Hans-Juergen Boehm,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Hans-Juergen_Boehm,unresearched,unverified_candidate,Wikipedia category: American computer scientists
10,fe-087-10-chip-huyen,Chip Huyen,1990,AI engineer,,,,,https://en.wikipedia.org/wiki/Chip_Huyen,unresearched,unverified_candidate,Curated: AI engineer
11,fe-087-11-angela-benton,Angela Benton,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Angela_Benton,unresearched,unverified_candidate,Wikipedia category: American technology company founders
12,fe-087-12-alan-c.-ashton,Alan C. Ashton,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Alan_C._Ashton,unresearched,unverified_candidate,Wikipedia category: American computer scientists
