candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-111-01-benioff-marc,Benioff Marc,1964,Founder: Salesforce,,,,,https://en.wikipedia.org/wiki/Marc_Benioff,unresearched,unverified_candidate,40pct high-yield founder: Salesforce
2,fe-111-02-jim-mckelvey,Jim McKelvey,1965,Founder: Square,,,,,https://en.wikipedia.org/wiki/Jim_McKelvey,unresearched,unverified_candidate,40pct high-yield founder: Square
3,fe-111-03-tristan-walker,Tristan Walker,1984,Founder: Walker & Co,,,,,https://en.wikipedia.org/wiki/Tristan_Walker,unresearched,unverified_candidate,40pct high-yield founder: Walker & Co
4,fe-111-04-jessica-mah,Jessica Mah,1991,Founder: inDinero,,,,,https://en.wikipedia.org/wiki/Jessica_Mah,unresearched,unverified_candidate,40pct high-yield founder: inDinero
5,fe-111-05-andy-su,Andy Su,1990,Founder: inDinero,,,,,https://en.wikipedia.org/wiki/Andy_Su,unresearched,unverified_candidate,40pct high-yield founder: inDinero
6,fe-111-06-stacy-brown-philpot,Stacy Brown-Philpot,1975,Founder: TaskRabbit,,,,,https://en.wikipedia.org/wiki/Stacy_Brown-Philpot,unresearched,unverified_candidate,40pct high-yield founder: TaskRabbit
7,fe-111-07-leah-busque,Leah Busque,1979,Founder: TaskRabbit,,,,,https://en.wikipedia.org/wiki/Leah_Busque,unresearched,unverified_candidate,40pct high-yield founder: TaskRabbit
8,fe-111-08-oscar-salazar,Oscar Salazar,1978,Founder: Uber,,,,,https://en.wikipedia.org/wiki/Oscar_Salazar_(entrepreneur),unresearched,unverified_candidate,40pct high-yield founder: Uber
9,fe-111-09-ryan-graves,Ryan Graves,1983,Founder: Uber,,,,,https://en.wikipedia.org/wiki/Ryan_Graves,unresearched,unverified_candidate,40pct high-yield founder: Uber
10,fe-111-10-ben-huh,Ben Huh,1979,Founder: Cheezburger,,,,,https://en.wikipedia.org/wiki/Ben_Huh,unresearched,unverified_candidate,40pct high-yield founder: Cheezburger
11,fe-111-11-george-oates,George Oates,1973,Founder: Flickr,,,,,https://en.wikipedia.org/wiki/George_Oates,unresearched,unverified_candidate,40pct high-yield founder: Flickr
12,fe-111-12-dennis-crowley,Dennis Crowley,1976,Founder: Foursquare,,,,,https://en.wikipedia.org/wiki/Dennis_Crowley,unresearched,unverified_candidate,40pct high-yield founder: Foursquare
