candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-061-01-markus-persson,Markus Persson,1979,Minecraft creator,,,,,https://en.wikipedia.org/wiki/Markus_Persson,unresearched,unverified_candidate,Curated: Minecraft creator
2,fe-061-02-greg-gianforte,Greg Gianforte,,American software engineers,,,,,https://en.wikipedia.org/wiki/Greg_Gianforte,unresearched,unverified_candidate,Wikipedia category: American software engineers
3,fe-061-03-gina-bianchini,Gina Bianchini,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Gina_Bianchini,unresearched,unverified_candidate,Wikipedia category: American computer scientists
4,fe-061-04-zhang-yiming,Zhang Yiming,1983,ByteDance founder,,,,,https://en.wikipedia.org/wiki/Zhang_Yiming,unresearched,unverified_candidate,Curated: ByteDance founder
5,fe-061-05-john-mccarthy,John McCarthy,1927,AI pioneer,,,,,https://en.wikipedia.org/wiki/John_McCarthy,unresearched,unverified_candidate,Curated: AI pioneer
6,fe-061-06-barry-boehm,Barry Boehm,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Barry_Boehm,unresearched,unverified_candidate,Wikipedia category: American computer scientists
7,fe-061-07-scott-chacon,Scott Chacon,1982,GitHub founder,,,,,https://en.wikipedia.org/wiki/Scott_Chacon,unresearched,unverified_candidate,Curated: GitHub founder
8,fe-061-08-andrea-luzzardi,Andrea Luzzardi,,Docker engineer,,,,,https://en.wikipedia.org/wiki/Andrea_Luzzardi,unresearched,unverified_candidate,Curated: Docker engineer
9,fe-061-09-george-arison,George Arison,,American technology company founders,,,,,https://en.wikipedia.org/wiki/George_Arison,unresearched,unverified_candidate,Wikipedia category: American technology company founders
10,fe-061-10-joseph-lubin,Joseph Lubin,1964,Ethereum founder,,,,,https://en.wikipedia.org/wiki/Joseph_Lubin,unresearched,unverified_candidate,Curated: Ethereum founder
11,fe-061-11-geert-uytterhoeven,Geert Uytterhoeven,,Linux kernel maintainer,,,,,https://en.wikipedia.org/wiki/Geert_Uytterhoeven,unresearched,unverified_candidate,Curated: Linux kernel maintainer
12,fe-061-12-christopher-blizzard,Christopher Blizzard,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Christopher_Blizzard,unresearched,unverified_candidate,Wikipedia category: American computer scientists
