candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-027-01-ben-balter,Ben Balter,1987,GitHub engineer,,,,,https://en.wikipedia.org/wiki/Ben_Balter,unresearched,unverified_candidate,Curated: GitHub engineer
2,fe-027-02-kyle-daigle,Kyle Daigle,,GitHub engineer,,,,,https://en.wikipedia.org/wiki/Kyle_Daigle,unresearched,unverified_candidate,Curated: GitHub engineer
3,fe-027-03-shaowen-bardzell,Shaowen Bardzell,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Shaowen_Bardzell,unresearched,unverified_candidate,Wikipedia category: American computer scientists
4,fe-027-04-alex-larsson,Alex Larsson,,Docker engineer,,,,,https://en.wikipedia.org/wiki/Alex_Larsson,unresearched,unverified_candidate,Curated: Docker engineer
5,fe-027-05-caterina-fake,Caterina Fake,1969,Flickr founder,,,,,https://en.wikipedia.org/wiki/Caterina_Fake,unresearched,unverified_candidate,Curated: Flickr founder
6,fe-027-06-donna-auguste,Donna Auguste,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Donna_Auguste,unresearched,unverified_candidate,Wikipedia category: American computer scientists
7,fe-027-07-rafał-józefowicz,Rafał Józefowicz,,OpenAI researcher,,,,,https://en.wikipedia.org/wiki/Rafał_Józefowicz,unresearched,unverified_candidate,Curated: OpenAI researcher
8,fe-027-08-steve-gill,Steve Gill,,PhoneGap engineer,,,,,https://en.wikipedia.org/wiki/Steve_Gill,unresearched,unverified_candidate,Curated: PhoneGap engineer
9,fe-027-09-alec-radford,Alec Radford,1992,OpenAI researcher,,,,,https://en.wikipedia.org/wiki/Alec_Radford,unresearched,unverified_candidate,Curated: OpenAI researcher
10,fe-027-10-joseph-j.-allaire,Joseph J. Allaire,,American software engineers,,,,,https://en.wikipedia.org/wiki/Joseph_J._Allaire,unresearched,unverified_candidate,Wikipedia category: American software engineers
11,fe-027-11-larry-osterman,Larry Osterman,,Microsoft engineer,,,,,https://en.wikipedia.org/wiki/Larry_Osterman,unresearched,unverified_candidate,Curated: Microsoft engineer
12,fe-027-12-margrit-betke,Margrit Betke,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Margrit_Betke,unresearched,unverified_candidate,Wikipedia category: American computer scientists
