candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-097-01-susan-wojcicki,Susan Wojcicki,1968,YouTube/Google,,,,,https://en.wikipedia.org/wiki/Susan_Wojcicki,unresearched,unverified_candidate,High-yield curated v2: YouTube/Google
2,fe-097-02-meg-whitman,Meg Whitman,1956,eBay,,,,,https://en.wikipedia.org/wiki/Meg_Whitman,unresearched,unverified_candidate,High-yield curated v2: eBay
3,fe-097-03-jack-ma,Jack Ma,1964,Alibaba,,,,,https://en.wikipedia.org/wiki/Jack_Ma,unresearched,unverified_candidate,High-yield curated v2: Alibaba
4,fe-097-04-ma-huateng,Ma Huateng,1971,Tencent,,,,,https://en.wikipedia.org/wiki/Ma_Huateng,unresearched,unverified_candidate,High-yield curated v2: Tencent
5,fe-097-05-lei-jun,Lei Jun,1969,Xiaomi,,,,,https://en.wikipedia.org/wiki/Lei_Jun,unresearched,unverified_candidate,High-yield curated v2: Xiaomi
6,fe-097-06-robin-li,Robin Li,1968,Baidu,,,,,https://en.wikipedia.org/wiki/Robin_Li,unresearched,unverified_candidate,High-yield curated v2: Baidu
7,fe-097-07-niklas-zennström,Niklas Zennström,1966,Skype,,,,,https://en.wikipedia.org/wiki/Niklas_Zennstr%C3%B6m,unresearched,unverified_candidate,High-yield curated v2: Skype
8,fe-097-08-kevin-mitnick,Kevin Mitnick,1963,hacker,,,,,https://en.wikipedia.org/wiki/Kevin_Mitnick,unresearched,unverified_candidate,High-yield curated v2: hacker
9,fe-097-09-adrian-lamo,Adrian Lamo,1981,hacker,,,,,https://en.wikipedia.org/wiki/Adrian_Lamo,unresearched,unverified_candidate,High-yield curated v2: hacker
10,fe-097-10-kim-dotcom,Kim Dotcom,1974,Megaupload,,,,,https://en.wikipedia.org/wiki/Kim_Dotcom,unresearched,unverified_candidate,High-yield curated v2: Megaupload
11,fe-097-11-julian-assange,Julian Assange,1971,WikiLeaks,,,,,https://en.wikipedia.org/wiki/Julian_Assange,unresearched,unverified_candidate,High-yield curated v2: WikiLeaks
12,fe-097-12-edward-snowden,Edward Snowden,1983,NSA whistleblower,,,,,https://en.wikipedia.org/wiki/Edward_Snowden,unresearched,unverified_candidate,High-yield curated v2: NSA whistleblower
