candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-093-01-satya-nadella,Satya Nadella,1967,Microsoft CEO,,,,,https://en.wikipedia.org/wiki/Satya_Nadella,unresearched,unverified_candidate,High-yield curated: Microsoft CEO
2,fe-093-02-sundar-pichai,Sundar Pichai,1972,Google CEO,,,,,https://en.wikipedia.org/wiki/Sundar_Pichai,unresearched,unverified_candidate,High-yield curated: Google CEO
3,fe-093-03-jensen-huang,Jensen Huang,1963,NVIDIA,,,,,https://en.wikipedia.org/wiki/Jensen_Huang,unresearched,unverified_candidate,High-yield curated: NVIDIA
4,fe-093-04-lisa-su,Lisa Su,1969,AMD,,,,,https://en.wikipedia.org/wiki/Lisa_Su,unresearched,unverified_candidate,High-yield curated: AMD
5,fe-093-05-fei-fei-li,Fei-Fei Li,1976,AI researcher,,,,,https://en.wikipedia.org/wiki/Fei-Fei_Li,unresearched,unverified_candidate,High-yield curated: AI researcher
6,fe-093-06-andrew-ng,Andrew Ng,1976,AI researcher,,,,,https://en.wikipedia.org/wiki/Andrew_Ng,unresearched,unverified_candidate,High-yield curated: AI researcher
7,fe-093-07-dario-amodei,Dario Amodei,1983,Anthropic,,,,,https://en.wikipedia.org/wiki/Dario_Amodei,unresearched,unverified_candidate,High-yield curated: Anthropic
8,fe-093-08-daniela-amodei,Daniela Amodei,1987,Anthropic,,,,,https://en.wikipedia.org/wiki/Daniela_Amodei,unresearched,unverified_candidate,High-yield curated: Anthropic
9,fe-093-09-mira-murati,Mira Murati,1988,OpenAI,,,,,https://en.wikipedia.org/wiki/Mira_Murati,unresearched,unverified_candidate,High-yield curated: OpenAI
10,fe-093-10-paul-graham,Paul Graham,1964,Viaweb/YC,,,,,https://en.wikipedia.org/wiki/Paul_Graham_(programmer),unresearched,unverified_candidate,High-yield curated: Viaweb/YC
11,fe-093-11-jessica-livingston,Jessica Livingston,1971,YC,,,,,https://en.wikipedia.org/wiki/Jessica_Livingston,unresearched,unverified_candidate,High-yield curated: YC
12,fe-093-12-guido-van-rossum,Guido van Rossum,1956,Python,,,,,https://en.wikipedia.org/wiki/Guido_van_Rossum,unresearched,unverified_candidate,High-yield curated: Python
