candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-010-01-harald-hoyer,Harald Hoyer,,systemd contributor,,,,,https://en.wikipedia.org/wiki/Harald_Hoyer,unresearched,unverified_candidate,Curated: systemd contributor
2,fe-010-02-aman-anand,Aman Anand,,OpenAI engineer,,,,,https://en.wikipedia.org/wiki/Aman_Anand,unresearched,unverified_candidate,Curated: OpenAI engineer
3,fe-010-03-mike-butcher,Mike Butcher,1966,tech writer,,,,,https://en.wikipedia.org/wiki/Mike_Butcher,unresearched,unverified_candidate,Curated: tech writer
4,fe-010-04-heath-clark,Heath Clark,,American software engineers,,,,,https://en.wikipedia.org/wiki/Heath_Clark,unresearched,unverified_candidate,Wikipedia category: American software engineers
5,fe-010-05-bethanye-blount,Bethanye Blount,,tech engineer,,,,,https://en.wikipedia.org/wiki/Bethanye_Blount,unresearched,unverified_candidate,Curated: tech engineer
6,fe-010-06-heather-miller,Heather Miller,,tech engineer,,,,,https://en.wikipedia.org/wiki/Heather_Miller,unresearched,unverified_candidate,Curated: tech engineer
7,fe-010-07-jack-smith,Jack Smith,1968,Hotmail founder,,,,,https://en.wikipedia.org/wiki/Jack_Smith,unresearched,unverified_candidate,Curated: Hotmail founder
8,fe-010-08-jack-zhang,Jack Zhang,,tech founder,,,,,https://en.wikipedia.org/wiki/Jack_Zhang,unresearched,unverified_candidate,Curated: tech founder
9,fe-010-09-ali-rowghani,Ali Rowghani,1969,YC partner,,,,,https://en.wikipedia.org/wiki/Ali_Rowghani,unresearched,unverified_candidate,Curated: YC partner
10,fe-010-10-jen-simmons,Jen Simmons,1975,web standards advocate,,,,,https://en.wikipedia.org/wiki/Jen_Simmons,unresearched,unverified_candidate,Curated: web standards advocate
11,fe-010-11-radia-perlman,Radia Perlman,1951,networking pioneer,,,,,https://en.wikipedia.org/wiki/Radia_Perlman,unresearched,unverified_candidate,Curated: networking pioneer
12,fe-010-12-grace-hopper,Grace Hopper,1906,COBOL creator,,,,,https://en.wikipedia.org/wiki/Grace_Hopper,unresearched,unverified_candidate,Curated: COBOL creator
