candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-013-01-bill-curtis,Bill Curtis,,American software engineers,,,,,https://en.wikipedia.org/wiki/Bill_Curtis,unresearched,unverified_candidate,Wikipedia category: American software engineers
2,fe-013-02-kat-manalac,Kat Manalac,,YC partner,,,,,https://en.wikipedia.org/wiki/Kat_Manalac,unresearched,unverified_candidate,Curated: YC partner
3,fe-013-03-alex-wilhelm,Alex Wilhelm,,tech writer,,,,,https://en.wikipedia.org/wiki/Alex_Wilhelm,unresearched,unverified_candidate,Curated: tech writer
4,fe-013-04-jin-yi-cai,Jin-Yi Cai,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Jin-Yi_Cai,unresearched,unverified_candidate,Wikipedia category: American computer scientists
5,fe-013-05-michael-seibel,Michael Seibel,1982,YC partner,,,,,https://en.wikipedia.org/wiki/Michael_Seibel,unresearched,unverified_candidate,Curated: YC partner
6,fe-013-06-craig-cannon,Craig Cannon,,YC partner,,,,,https://en.wikipedia.org/wiki/Craig_Cannon,unresearched,unverified_candidate,Curated: YC partner
7,fe-013-07-marc-benioff,Marc Benioff,,American software engineers,,,,,https://en.wikipedia.org/wiki/Marc_Benioff,unresearched,unverified_candidate,Wikipedia category: American software engineers
8,fe-013-08-dirk-ahlborn,Dirk Ahlborn,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Dirk_Ahlborn,unresearched,unverified_candidate,Wikipedia category: American technology company founders
9,fe-013-09-austin-mcchord,Austin McChord,,American software engineers,,,,,https://en.wikipedia.org/wiki/Austin_McChord,unresearched,unverified_candidate,Wikipedia category: American software engineers
10,fe-013-10-esther-arkin,Esther Arkin,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Esther_Arkin,unresearched,unverified_candidate,Wikipedia category: American computer scientists
11,fe-013-11-harold-lawson,Harold Lawson,,American software engineers,,,,,https://en.wikipedia.org/wiki/Harold_Lawson,unresearched,unverified_candidate,Wikipedia category: American software engineers
12,fe-013-12-rogelio-bernal-andreo,Rogelio Bernal Andreo,,American software engineers,,,,,https://en.wikipedia.org/wiki/Rogelio_Bernal_Andreo,unresearched,unverified_candidate,Wikipedia category: American software engineers
