candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-029-01-john-newbery,John Newbery,,Bitcoin contributor,,,,,https://en.wikipedia.org/wiki/John_Newbery,unresearched,unverified_candidate,Curated: Bitcoin contributor
2,fe-029-02-graham-berrigan,Graham Berrigan,,AI researcher,,,,,https://en.wikipedia.org/wiki/Graham_Berrigan,unresearched,unverified_candidate,Curated: AI researcher
3,fe-029-03-arnold-beckman,Arnold Beckman,,American technology company founders,,,,,https://en.wikipedia.org/wiki/Arnold_Beckman,unresearched,unverified_candidate,Wikipedia category: American technology company founders
4,fe-029-04-brad-garlinghouse,Brad Garlinghouse,1968,Ripple CEO,,,,,https://en.wikipedia.org/wiki/Brad_Garlinghouse,unresearched,unverified_candidate,Curated: Ripple CEO
5,fe-029-05-serafina-brocious,Serafina Brocious,,American software engineers,,,,,https://en.wikipedia.org/wiki/Serafina_Brocious,unresearched,unverified_candidate,Wikipedia category: American software engineers
6,fe-029-06-helen-ling,Helen Ling,,American software engineers,,,,,https://en.wikipedia.org/wiki/Helen_Ling,unresearched,unverified_candidate,Wikipedia category: American software engineers
7,fe-029-07-bob-mcgrew,Bob McGrew,,OpenAI VP,,,,,https://en.wikipedia.org/wiki/Bob_McGrew,unresearched,unverified_candidate,Curated: OpenAI VP
8,fe-029-08-gregory-abowd,Gregory Abowd,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Gregory_Abowd,unresearched,unverified_candidate,Wikipedia category: American computer scientists
9,fe-029-09-ed-colligan,Ed Colligan,1961,Palm founder,,,,,https://en.wikipedia.org/wiki/Ed_Colligan,unresearched,unverified_candidate,Curated: Palm founder
10,fe-029-10-eric-feng,Eric Feng,,American software engineers,,,,,https://en.wikipedia.org/wiki/Eric_Feng,unresearched,unverified_candidate,Wikipedia category: American software engineers
11,fe-029-11-caroline-ellison,Caroline Ellison,1994,Alameda CEO,,,,,https://en.wikipedia.org/wiki/Caroline_Ellison,unresearched,unverified_candidate,Curated: Alameda CEO
12,fe-029-12-henry-baker-(computer-scientist),Henry Baker (computer scientist),,American computer scientists,,,,,https://en.wikipedia.org/wiki/Henry_Baker_(computer_scientist),unresearched,unverified_candidate,Wikipedia category: American computer scientists
