candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-003-01-erica-baker,Erica Baker,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Erica_Baker,unresearched,unverified_candidate,Wikipedia category: American computer scientists
2,fe-003-02-justin-waldron,Justin Waldron,,Zynga founder,,,,,https://en.wikipedia.org/wiki/Justin_Waldron,unresearched,unverified_candidate,Curated: Zynga founder
3,fe-003-03-una-kravets,Una Kravets,1990,web developer,,,,,https://en.wikipedia.org/wiki/Una_Kravets,unresearched,unverified_candidate,Curated: web developer
4,fe-003-04-vaneet-aggarwal,Vaneet Aggarwal,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Vaneet_Aggarwal,unresearched,unverified_candidate,Wikipedia category: American computer scientists
5,fe-003-05-margaret-k.-butler,Margaret K. Butler,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Margaret_K._Butler,unresearched,unverified_candidate,Wikipedia category: American computer scientists
6,fe-003-06-jonathan-uesato,Jonathan Uesato,,Anthropic researcher,,,,,https://en.wikipedia.org/wiki/Jonathan_Uesato,unresearched,unverified_candidate,Curated: Anthropic researcher
7,fe-003-07-douwe-kiela,Douwe Kiela,1988,Cohere researcher,,,,,https://en.wikipedia.org/wiki/Douwe_Kiela,unresearched,unverified_candidate,Curated: Cohere researcher
8,fe-003-08-jonas-schnelli,Jonas Schnelli,,Bitcoin contributor,,,,,https://en.wikipedia.org/wiki/Jonas_Schnelli,unresearched,unverified_candidate,Curated: Bitcoin contributor
9,fe-003-09-brian-valentine,Brian Valentine,,Microsoft VP,,,,,https://en.wikipedia.org/wiki/Brian_Valentine,unresearched,unverified_candidate,Curated: Microsoft VP
10,fe-003-10-salar-kamangar,Salar Kamangar,1975,Google VP,,,,,https://en.wikipedia.org/wiki/Salar_Kamangar,unresearched,unverified_candidate,Curated: Google VP
11,fe-003-11-alex-ray,Alex Ray,,OpenAI researcher,,,,,https://en.wikipedia.org/wiki/Alex_Ray,unresearched,unverified_candidate,Curated: OpenAI researcher
12,fe-003-12-eric-bach,Eric Bach,,American computer scientists,,,,,https://en.wikipedia.org/wiki/Eric_Bach,unresearched,unverified_candidate,Wikipedia category: American computer scientists
