candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,fe-092-01-cliff-obrecht,Cliff Obrecht,1986,Canva co-founder,,,,,https://en.wikipedia.org/wiki/Cliff_Obrecht,unresearched,unverified_candidate,High-yield curated: Canva co-founder
2,fe-092-02-vlad-tenev,Vlad Tenev,1987,Robinhood,,,,,https://en.wikipedia.org/wiki/Vlad_Tenev,unresearched,unverified_candidate,High-yield curated: Robinhood
3,fe-092-03-baiju-bhatt,Baiju Bhatt,1984,Robinhood,,,,,https://en.wikipedia.org/wiki/Baiju_Bhatt,unresearched,unverified_candidate,High-yield curated: Robinhood
4,fe-092-04-jan-koum,Jan Koum,1976,WhatsApp,,,,,https://en.wikipedia.org/wiki/Jan_Koum,unresearched,unverified_candidate,High-yield curated: WhatsApp
5,fe-092-05-brian-acton,Brian Acton,1972,WhatsApp,,,,,https://en.wikipedia.org/wiki/Brian_Acton,unresearched,unverified_candidate,High-yield curated: WhatsApp
6,fe-092-06-gavin-wood,Gavin Wood,1980,Ethereum,,,,,https://en.wikipedia.org/wiki/Gavin_Wood,unresearched,unverified_candidate,High-yield curated: Ethereum
7,fe-092-07-changpeng-zhao,Changpeng Zhao,1977,Binance,,,,,https://en.wikipedia.org/wiki/Changpeng_Zhao,unresearched,unverified_candidate,High-yield curated: Binance
8,fe-092-08-kevin-rose,Kevin Rose,1977,Digg,,,,,https://en.wikipedia.org/wiki/Kevin_Rose,unresearched,unverified_candidate,High-yield curated: Digg
9,fe-092-09-justin-kan,Justin Kan,1983,Twitch/Justin.tv,,,,,https://en.wikipedia.org/wiki/Justin_Kan,unresearched,unverified_candidate,High-yield curated: Twitch/Justin.tv
10,fe-092-10-gabe-newell,Gabe Newell,1962,Valve,,,,,https://en.wikipedia.org/wiki/Gabe_Newell,unresearched,unverified_candidate,High-yield curated: Valve
11,fe-092-11-markus-persson,Markus Persson,1979,Minecraft,,,,,https://en.wikipedia.org/wiki/Markus_Persson,unresearched,unverified_candidate,High-yield curated: Minecraft
12,fe-092-12-phil-spencer,Phil Spencer,1968,Xbox,,,,,https://en.wikipedia.org/wiki/Phil_Spencer_(business_executive),unresearched,unverified_candidate,High-yield curated: Xbox
