candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
68,candidate-0068-joseph-hooton-taylor-jr,Joseph Hooton Taylor Jr.,1941,ASTRONOMER,United States,M,66,77.51,https://en.wikipedia.org/?curid=499509,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
43,candidate-0043-zaha-hadid,Zaha Hadid,1950,ARCHITECT,Iraq,F,82,78.46,https://en.wikipedia.org/?curid=513402,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
396,candidate-0396-kaija-saariaho,Kaija Saariaho,1952,COMPOSER,Finland,F,32,63.77,https://en.wikipedia.org/?curid=620970,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
122,candidate-0122-sinéad-o-connor,Sinéad O'Connor,1966,SINGER,Ireland,F,77,75.08,https://en.wikipedia.org/?curid=144848,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
169,candidate-0169-ken-follett,Ken Follett,1949,WRITER,United Kingdom,M,48,73.12,https://en.wikipedia.org/?curid=67160,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
211,candidate-0211-alan-parker,Alan Parker,1944,FILM DIRECTOR,United Kingdom,M,57,71.91,https://en.wikipedia.org/?curid=343137,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
273,candidate-0273-serge-haroche,Serge Haroche,1944,PHYSICIST,Morocco,M,64,69.50,https://en.wikipedia.org/?curid=14661857,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
197,candidate-0197-tadao-ando,Tadao Ando,1941,ARCHITECT,Japan,M,49,72.31,https://en.wikipedia.org/?curid=220556,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
266,candidate-0266-andrew-wiles,Andrew Wiles,1953,MATHEMATICIAN,Germany,M,62,69.99,https://en.wikipedia.org/?curid=2027,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
318,candidate-0318-emmanuelle-charpentier,Emmanuelle Charpentier,1968,BIOLOGIST,France,F,73,67.20,https://en.wikipedia.org/?curid=47056521,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
18,candidate-0018-robin-williams,Robin Williams,1951,COMEDIAN,United States,M,133,81.66,https://en.wikipedia.org/?curid=53242,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
209,candidate-0209-andré-the-giant,André the Giant,1946,WRESTLER,France,M,47,71.98,https://en.wikipedia.org/?curid=2575,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
