candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
187,candidate-0187-giorgio-moroder,Giorgio Moroder,1940,MUSICIAN,Italy,M,46,72.78,https://en.wikipedia.org/?curid=189285,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
233,candidate-0233-katalin-karikó,Katalin Karikó,1955,CHEMIST,Hungary,F,59,71.31,https://en.wikipedia.org/?curid=63780788,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
372,candidate-0372-dan-shechtman,Dan Shechtman,1941,CHEMIST,Israel,M,67,64.74,https://en.wikipedia.org/?curid=3674396,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
354,candidate-0354-felice-gimondi,Felice Gimondi,1942,CYCLIST,Italy,M,38,65.43,https://en.wikipedia.org/?curid=295196,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
52,candidate-0052-david-woodard,David Woodard,1964,WRITER,United States,M,335,78.20,https://en.wikipedia.org/?curid=42125274,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
389,candidate-0389-carlos-pace,Carlos Pace,1944,RACING DRIVER,Brazil,M,26,64.16,https://en.wikipedia.org/?curid=1219709,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
343,candidate-0343-viktor-belenko,Viktor Belenko,1947,ENGINEER,Russia,M,25,65.86,https://en.wikipedia.org/?curid=387911,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
149,candidate-0149-carlos-alberto-torres,Carlos Alberto Torres,1944,SOCCER PLAYER,Brazil,M,51,73.89,https://en.wikipedia.org/?curid=615797,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
117,candidate-0117-shakira,Shakira,1977,SINGER,Colombia,F,144,75.31,https://en.wikipedia.org/?curid=6479315,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
24,candidate-0024-jim-morrison,Jim Morrison,1943,SINGER,United States,M,122,80.55,https://en.wikipedia.org/?curid=15135713,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
36,candidate-0036-florentino-pérez,Florentino Pérez,1947,BUSINESSPERSON,Spain,M,52,78.86,https://en.wikipedia.org/?curid=2919782,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
99,candidate-0099-gao-xingjian,Gao Xingjian,1940,WRITER,China,M,92,76.23,https://en.wikipedia.org/?curid=190441,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
