candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
217,candidate-0217-patrick-süskind,Patrick Süskind,1949,WRITER,Germany,M,52,71.79,https://en.wikipedia.org/?curid=424935,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
303,candidate-0303-john-mcenroe,John McEnroe,1959,TENNIS PLAYER,Germany,M,65,67.84,https://en.wikipedia.org/?curid=324427,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
45,candidate-0045-debbie-harry,Debbie Harry,1945,SINGER,United States,F,48,78.41,https://en.wikipedia.org/?curid=15803791,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
280,candidate-0280-gerhard-berger,Gerhard Berger,1959,RACING DRIVER,Austria,M,43,68.93,https://en.wikipedia.org/?curid=343833,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
397,candidate-0397-monica-seles,Monica Seles,1973,TENNIS PLAYER,Serbia,F,62,63.77,https://en.wikipedia.org/?curid=300468,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
347,candidate-0347-wilson-fittipaldi-júnior,Wilson Fittipaldi Júnior,1943,RACING DRIVER,Brazil,M,25,65.73,https://en.wikipedia.org/?curid=1226581,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
53,candidate-0053-svetlana-alexievich,Svetlana Alexievich,1948,WRITER,Ukraine,F,98,78.14,https://en.wikipedia.org/?curid=8207719,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
378,candidate-0378-sebastian-vettel,Sebastian Vettel,1987,RACING DRIVER,Germany,M,89,64.58,https://en.wikipedia.org/?curid=6437759,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
72,candidate-0072-george-lucas,George Lucas,1944,FILM DIRECTOR,United States,M,110,77.35,https://en.wikipedia.org/?curid=11857,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
115,candidate-0115-sade,Sade,1959,SINGER,Nigeria,F,56,75.38,https://en.wikipedia.org/?curid=252274,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
126,candidate-0126-carlos-santana,Carlos Santana,1947,MUSICIAN,Mexico,M,67,74.91,https://en.wikipedia.org/?curid=148341,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
141,candidate-0141-klaus-meine,Klaus Meine,1948,SINGER,Germany,M,43,74.15,https://en.wikipedia.org/?curid=1798012,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
