candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
279,candidate-0279-pierre-agostini,Pierre Agostini,1941,PHYSICIST,Tunisia,M,45,68.95,https://en.wikipedia.org/?curid=74968668,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
158,candidate-0158-fausto-cercignani,Fausto Cercignani,1941,WRITER,Italy,M,37,73.47,https://en.wikipedia.org/?curid=28269114,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
335,candidate-0335-michèle-mouton,Michèle Mouton,1951,RACING DRIVER,France,F,26,66.61,https://en.wikipedia.org/?curid=1276481,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
394,candidate-0394-juliane-koepcke,Juliane Koepcke,1954,BIOLOGIST,Peru,F,25,63.84,https://en.wikipedia.org/?curid=6436685,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
153,candidate-0153-takeshi-kitano,Takeshi Kitano,1947,FILM DIRECTOR,Japan,M,66,73.76,https://en.wikipedia.org/?curid=219948,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
353,candidate-0353-stefan-edberg,Stefan Edberg,1966,TENNIS PLAYER,Sweden,M,53,65.51,https://en.wikipedia.org/?curid=391932,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
185,candidate-0185-jon-lord,Jon Lord,1941,MUSICIAN,United Kingdom,M,55,72.85,https://en.wikipedia.org/?curid=242149,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
371,candidate-0371-jimmy-choo,Jimmy Choo,1948,DESIGNER,Malaysia,M,30,64.76,https://en.wikipedia.org/?curid=47635896,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
340,candidate-0340-alan-jones,Alan Jones,1946,RACING DRIVER,Australia,M,43,66.27,https://en.wikipedia.org/?curid=255129,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
104,candidate-0104-mireille-mathieu,Mireille Mathieu,1946,SINGER,France,F,62,76.03,https://en.wikipedia.org/?curid=154437,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
192,candidate-0192-michel-houellebecq,Michel Houellebecq,1956,WRITER,Réunion,M,65,72.51,https://en.wikipedia.org/?curid=173813,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
26,candidate-0026-haruki-murakami,Haruki Murakami,1949,WRITER,Japan,M,95,80.40,https://en.wikipedia.org/?curid=229198,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
