candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
314,candidate-0314-lella-lombardi,Lella Lombardi,1941,RACING DRIVER,Italy,F,31,67.36,https://en.wikipedia.org/?curid=1235922,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
7,candidate-0007-aretha-franklin,Aretha Franklin,1942,SINGER,United States,F,100,83.92,https://en.wikipedia.org/?curid=147367,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
398,candidate-0398-linda-evangelista,Linda Evangelista,1965,MODEL,Canada,F,42,63.75,https://en.wikipedia.org/?curid=276353,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
282,candidate-0282-miuccia-prada,Miuccia Prada,1949,DESIGNER,Italy,F,35,68.88,https://en.wikipedia.org/?curid=3284135,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
110,candidate-0110-j-m-coetzee,J. M. Coetzee,1940,WRITER,South Africa,M,94,75.60,https://en.wikipedia.org/?curid=333250,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
150,candidate-0150-john-lydon,John Lydon,1956,SINGER,United Kingdom,M,49,73.88,https://en.wikipedia.org/?curid=23369262,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
179,candidate-0179-zlatan-ibrahimović,Zlatan Ibrahimović,1981,SOCCER PLAYER,Sweden,M,99,73.03,https://en.wikipedia.org/?curid=728776,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
114,candidate-0114-richard-dawkins,Richard Dawkins,1941,BIOLOGIST,Kenya,M,97,75.49,https://en.wikipedia.org/?curid=25867,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
20,candidate-0020-amitabh-bachchan,Amitabh Bachchan,1942,ACTOR,India,M,113,81.47,https://en.wikipedia.org/?curid=1828,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
251,candidate-0251-andrzej-żuławski,Andrzej Żuławski,1940,FILM DIRECTOR,Ukraine,M,35,70.90,https://en.wikipedia.org/?curid=44232,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
119,candidate-0119-roger-waters,Roger Waters,1943,MUSICIAN,United Kingdom,M,69,75.18,https://en.wikipedia.org/?curid=173825,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
248,candidate-0248-flavio-briatore,Flavio Briatore,1950,BUSINESSPERSON,Italy,M,28,70.91,https://en.wikipedia.org/?curid=614426,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
