candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
10,candidate-0010-hayao-miyazaki,Hayao Miyazaki,1941,FILM DIRECTOR,Japan,M,99,83.44,https://en.wikipedia.org/?curid=20312,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
69,candidate-0069-andrea-bocelli,Andrea Bocelli,1958,SINGER,Italy,M,91,77.51,https://en.wikipedia.org/?curid=451281,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
199,candidate-0199-boris-berezovsky,Boris Berezovsky,1946,BUSINESSPERSON,Russia,M,47,72.25,https://en.wikipedia.org/?curid=355478,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
3,candidate-0003-stephen-hawking,Stephen Hawking,1942,PHYSICIST,United Kingdom,M,151,88.36,https://en.wikipedia.org/?curid=19376148,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
368,candidate-0368-helmuth-koinigg,Helmuth Koinigg,1948,RACING DRIVER,Austria,M,24,64.91,https://en.wikipedia.org/?curid=767652,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
373,candidate-0373-guido-van-rossum,Guido van Rossum,1956,COMPUTER SCIENTIST,Netherlands,M,51,64.73,https://en.wikipedia.org/?curid=226402,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
260,candidate-0260-helmut-marko,Helmut Marko,1943,RACING DRIVER,Austria,M,30,70.49,https://en.wikipedia.org/?curid=1233840,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
254,candidate-0254-eric-cantona,Eric Cantona,1966,SOCCER PLAYER,France,M,66,70.83,https://en.wikipedia.org/?curid=199933,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
245,candidate-0245-aaron-ciechanover,Aaron Ciechanover,1947,BIOLOGIST,Israel,M,60,71.01,https://en.wikipedia.org/?curid=1043968,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
210,candidate-0210-christopher-hogwood,Christopher Hogwood,1941,COMPOSER,United Kingdom,M,24,71.94,https://en.wikipedia.org/?curid=385882,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
56,candidate-0056-whitney-houston,Whitney Houston,1963,SINGER,United States,F,122,78.05,https://en.wikipedia.org/?curid=34071,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
35,candidate-0035-liam-neeson,Liam Neeson,1952,ACTOR,United Kingdom,M,87,78.88,https://en.wikipedia.org/?curid=64182,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
