candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
140,candidate-0140-elena-ferrante,Elena Ferrante,1943,WRITER,Italy,F,42,74.21,https://en.wikipedia.org/?curid=31625302,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
222,candidate-0222-klaus-von-klitzing,Klaus von Klitzing,1943,PHYSICIST,Poland,M,68,71.64,https://en.wikipedia.org/?curid=670471,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
295,candidate-0295-zoia-ceaușescu,Zoia Ceaușescu,1949,MATHEMATICIAN,Romania,F,26,68.26,https://en.wikipedia.org/?curid=8072034,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
356,candidate-0356-marita-koch,Marita Koch,1957,ATHLETE,Germany,F,41,65.40,https://en.wikipedia.org/?curid=603956,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
219,candidate-0219-franco-baresi,Franco Baresi,1960,SOCCER PLAYER,Italy,M,54,71.68,https://en.wikipedia.org/?curid=10855,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
284,candidate-0284-jack-ma,Jack Ma,1964,BUSINESSPERSON,China,M,80,68.80,https://en.wikipedia.org/?curid=2432849,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
134,candidate-0134-jimmy-page,Jimmy Page,1944,MUSICIAN,United Kingdom,M,69,74.38,https://en.wikipedia.org/?curid=102096,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
97,candidate-0097-ozzy-osbourne,Ozzy Osbourne,1948,SINGER,United Kingdom,M,74,76.29,https://en.wikipedia.org/?curid=85406,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
12,candidate-0012-gerd-müller,Gerd Müller,1945,SOCCER PLAYER,Germany,M,85,83.25,https://en.wikipedia.org/?curid=172313,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
265,candidate-0265-peter-zumthor,Peter Zumthor,1943,ARCHITECT,Switzerland,M,41,70.10,https://en.wikipedia.org/?curid=1021012,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
321,candidate-0321-hagen-kleinert,Hagen Kleinert,1941,PHYSICIST,Poland,M,28,67.09,https://en.wikipedia.org/?curid=1214030,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
70,candidate-0070-jean-claude-van-damme,Jean-Claude Van Damme,1960,ACTOR,Belgium,M,80,77.45,https://en.wikipedia.org/?curid=89265,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
