candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
11,candidate-0011-arnold-schwarzenegger,Arnold Schwarzenegger,1947,ACTOR,Austria,M,122,83.44,https://en.wikipedia.org/?curid=1806,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
66,candidate-0066-annie-ernaux,Annie Ernaux,1940,WRITER,France,F,82,77.55,https://en.wikipedia.org/?curid=3854049,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
346,candidate-0346-felix-baumgartner,Felix Baumgartner,1969,ATHLETE,Austria,M,62,65.79,https://en.wikipedia.org/?curid=5449624,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
350,candidate-0350-nobuyoshi-araki,Nobuyoshi Araki,1940,PHOTOGRAPHER,Japan,M,24,65.61,https://en.wikipedia.org/?curid=1806873,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
285,candidate-0285-carlos-ghosn,Carlos Ghosn,1954,BUSINESSPERSON,Brazil,M,36,68.72,https://en.wikipedia.org/?curid=1340627,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
65,candidate-0065-rowan-atkinson,Rowan Atkinson,1955,ACTOR,United Kingdom,M,112,77.56,https://en.wikipedia.org/?curid=19614294,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
163,candidate-0163-jo-nesbø,Jo Nesbø,1960,WRITER,Norway,M,52,73.33,https://en.wikipedia.org/?curid=901730,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
86,candidate-0086-john-holmes,John Holmes,1944,ACTOR,United States,M,33,76.70,https://en.wikipedia.org/?curid=88489,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
155,candidate-0155-paolo-rossi,Paolo Rossi,1956,SOCCER PLAYER,Italy,M,63,73.58,https://en.wikipedia.org/?curid=615871,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
121,candidate-0121-kate-bush,Kate Bush,1958,SINGER,United Kingdom,F,63,75.15,https://en.wikipedia.org/?curid=17443,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
331,candidate-0331-mark-webber,Mark Webber,1976,RACING DRIVER,Australia,M,58,66.65,https://en.wikipedia.org/?curid=564161,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
226,candidate-0226-gianluigi-buffon,Gianluigi Buffon,1978,SOCCER PLAYER,Italy,M,97,71.52,https://en.wikipedia.org/?curid=615874,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
