name,handle_or_url,category,birth_year,platform,known_for,source_list
broky,https://liquipedia.net/counterstrike/Broky,Esports,2001,CS:GO/CS2,HLTV Top 20 player; Major champion with FaZe Clan; Latvian CS2 star,esports_pros
Ax1Le,https://liquipedia.net/counterstrike/Ax1Le,Esports,2002,CS:GO/CS2,HLTV Top 20 player; multiple MVP awards with Cloud9/Natus Vincere; Russian CS star,esports_pros
sh1ro,https://liquipedia.net/counterstrike/Sh1ro,Esports,2001,CS:GO/CS2,HLTV Top 20 player; Major champion with Team Spirit; top AWPer,esports_pros
b1t,https://liquipedia.net/counterstrike/B1t,Esports,2003,CS:GO/CS2,Major champion with Natus Vincere (PGL Stockholm 2021); HLTV Top 20; youngest Major MVP,esports_pros
Zeus,https://liquipedia.net/leagueoflegends/Zeus,Esports,2003,League of Legends,"LoL World Champion with T1 (2023,2024); LCK champion; youngest Worlds winner",esports_pros
Oner,https://liquipedia.net/leagueoflegends/Oner,Esports,2002,League of Legends,"LoL World Champion with T1 (2023,2024,2025); LCK champion; star jungler",esports_pros
Ruler,https://liquipedia.net/leagueoflegends/Ruler,Esports,1999,League of Legends,LoL World Champion 2017 with Samsung Galaxy; Worlds MVP; LCK champion; LPL champion,esports_pros
Knight,https://liquipedia.net/leagueoflegends/Knight,Esports,2000,League of Legends,LPL champion; Worlds semifinalist; one of best mid-laners in China,esports_pros
369,https://liquipedia.net/leagueoflegends/369,Esports,2001,League of Legends,LPL champion; Worlds semifinalist with JDG; top laner,esports_pros
Bin,https://liquipedia.net/leagueoflegends/Bin,Esports,2002,League of Legends,LPL champion; Worlds finalist with Suning/Bilibili Gaming; top laner,esports_pros
Wei,https://liquipedia.net/leagueoflegends/Wei_(LoL),Esports,2002,League of Legends,LPL champion with RNG; MSI champion; star jungler,esports_pros
GALA,https://liquipedia.net/leagueoflegends/GALA,Esports,2001,League of Legends,MSI champion with RNG; LPL champion; star AD carry,esports_pros
