name,handle_or_url,category,birth_year,platform,known_for,source_list
Tian,https://liquipedia.net/leagueoflegends/Tian,Esports,2000,League of Legends,LoL World Champion 2019 with FPX; Worlds MVP; LPL champion,esports_pros
Crisp,https://liquipedia.net/leagueoflegends/Crisp,Esports,1998,League of Legends,LoL World Champion 2019 with FPX; LPL champion; support player,esports_pros
Lwx,https://liquipedia.net/leagueoflegends/Lwx,Esports,1998,League of Legends,LoL World Champion 2019 with FPX; LPL champion; AD carry,esports_pros
Doinb,https://liquipedia.net/leagueoflegends/Doinb,Esports,1996,League of Legends,LoL World Champion 2019 with FPX; LPL champion; known for unique playstyle,esports_pros
Nuguri,https://liquipedia.net/leagueoflegends/Nuguri,Esports,1999,League of Legends,LoL World Champion 2020 with DWG KIA; LCK champion; top laner,esports_pros
Ghost,https://liquipedia.net/leagueoflegends/Ghost,Esports,1999,League of Legends,LoL World Champion 2020 with DWG KIA; LCK champion; AD carry,esports_pros
Jynxzi,https://en.wikipedia.org/wiki/Jynxzi,Streamer/Content Creator,2001,Twitch/YouTube,8th most-subscribed Twitch streamer; 10.2M Twitch followers; 6.5M YouTube subs; Best Breakthrough Streamer 2023,streamers_content_creators
iiTzTimmy,https://en.wikipedia.org/wiki/IiTzTimmy,Streamer/Content Creator,2000,Twitch,Pro Apex Legends player turned streamer; Streamer Awards Gamer of the Year; large Twitch following,streamers_content_creators
MrBeast,https://en.wikipedia.org/wiki/Mr_Beast,Streamer/Content Creator,1998,YouTube,"508M YouTube subscribers (most-subscribed); 129M TikTok followers; founder of Beast Industries, Feastables, Lunchly",streamers_content_creators
Ryan Trahan,https://en.wikipedia.org/wiki/Ryan_Trahan,Streamer/Content Creator,1998,YouTube,23.5M YouTube subscribers; 6.3B views; penny series; raised $11M for St. Jude,streamers_content_creators
TheGrefg,https://en.wikipedia.org/wiki/TheGrefg,Streamer/Content Creator,1997,Twitch/YouTube,19M YouTube subscribers; 12M Twitch followers; Guinness World Record most concurrent Twitch viewers (2.4M); Forbes 30U30 Europe 2025,forbes_30u30;streamers_content_creators
Ludwig,https://en.wikipedia.org/wiki/Ludwig_Ahgren,Streamer/Content Creator,1995,Twitch/YouTube,Mogul Money creator; subathon record holder; Streamer of the Year 2022; large YouTube following,streamers_content_creators
