name,handle_or_url,category,birth_year,platform,known_for,source_list
Jorja Smith,https://en.wikipedia.org/wiki/Jorja_Smith,Music artist,1997,YouTube/SoundCloud,UK R&B; Drake co-sign; internet-built,
Ella Mai,https://en.wikipedia.org/wiki/Ella_Mai,Music artist,1994,Internet/Streaming,Boo'd Up viral; Grammy winner,
Normani,https://en.wikipedia.org/wiki/Normani,Music artist,1996,Internet/TV,Fifth Harmony; solo TikTok-driven hits,
Camila Cabello,https://en.wikipedia.org/wiki/Camila_Cabello,Music artist,1997,Internet/TV,Fifth Harmony; Havana TikTok viral solo breakout,
Dua Lipa,https://en.wikipedia.org/wiki/Dua_Lipa,Music artist,1995,YouTube/Streaming,YouTube covers; streaming-era pop star; Grammy winner,
Ava Max,https://en.wikipedia.org/wiki/Ava_Max,Music artist,1993,YouTube/Streaming,Sweet but Psycho; streaming-era pop,
Kim Petras,https://en.wikipedia.org/wiki/Kim_Petras,Music artist,1992,YouTube/Internet,Trans pop artist; Unholy Grammy winner,
Troye Sivan,https://en.wikipedia.org/wiki/Troye_Sivan,Music artist,1995,YouTube,YouTube vlogger turned pop star; Blue Neighbourhood,
Joji,https://en.wikipedia.org/wiki/Joji_(musician),Music artist,1992,YouTube,Filthy Frank / Pink Guy; transition to alt-R&B music,
DDG,https://en.wikipedia.org/wiki/DDG_(rapper),Music artist,1997,YouTube,YouTube vlog-turned-rapper; streaming hits,
6ix9ine,https://en.wikipedia.org/wiki/6ix9ine,Music artist,1996,Internet/YouTube,Controversial rapper; viral internet presence,
Lil Pump,https://en.wikipedia.org/wiki/Lil_Pump,Music artist,2000,SoundCloud/YouTube,Gucci Gang SoundCloud viral; SoundCloud rap era,
