name,handle_or_url,category,birth_year,platform,known_for,source_list
Noah Kahan,https://www.forbes.com/30-under-30/2025/music/,Music,1997,Music,Grammy-nominated; 700K fans at stadiums; Forbes 30U30 2025 Music,forbes_30u30
Caitlin Clark,https://www.forbes.com/30-under-30/2025/sports/,Sports,2002,Basketball,WNBA phenom; Indiana Fever; Forbes 30U30 2025 Sports; cultural impact on women's basketball,forbes_30u30
Jayson Tatum,https://www.forbes.com/30-under-30/2025/sports/,Sports,1998,Basketball,NBA champion Boston Celtics; Forbes 30U30 2025 Sports,forbes_30u30
Xandra Pohl,https://www.forbes.com/30-under-30/2025/,Streamer/Content Creator,2000,TikTok/Instagram,DJ and social media personality; Forbes 30U30 2025 notable honoree,forbes_30u30;streamers_content_creators
Nathan Nwachukwu,https://techcabal.com/2022/04/21/nathan-nwachukwu-turned-down-scholarship-revolutionise-education/,YC Founder,2004,Web,Co-founder/CEO Klas (live-class platform); YC backed; raised $130K angel at 18; turned down scholarship,yc_founders
Terry Djony,https://www.linkedin.com/in/terry-djony,YC Founder,1999,Web,Founder Chatbiz; YC W21 at age 21; only Indonesian company in batch; serving millions of WhatsApp chats,yc_founders
Sam Oshay,https://techcrunch.com/2020/07/14/recurrency-is-taking-on-giants-like-sap-with-a-modern-twist-on-erp/,YC Founder,1999,Web,Founder Recurrency (ERP for wholesale); YC S20 at 21; UPenn dual degree; ML-driven ERP,yc_founders
Luna Yu,https://nocap.blog/founder/luna-yu/,YC Founder,1997,Web,Founder Genecis Bioindustries (food waste to biodegradable plastics); YC backed; 1st place Extreme Tech Challenge 2020,yc_founders
Isaac Eaves,https://www.linkedin.com/in/isaaceaves,YC Founder,1999,Web,Co-founder/CEO Joon Health (pediatric behavioral health); YC W22; $6.4M raised; Forbes 30U30,yc_founders;forbes_30u30
Aryah Oztanir,https://www.aryah.xyz/,YC Founder,2006,Web,"Founder o11; YC backed; backed by Paul Graham, 645 Ventures, Spot VC; 19 years old",yc_founders
Savio Martin,https://www.saviomartin.com/,YC Founder,2006,Web,Founder Result; YC S26 at 18; Product Hunt Maker of the Year at 14; EVM fellow; from India,yc_founders;product_hunt
Ishraq Khan,https://www.businessinsider.com/why-22-year-old-skipped-college-build-ai-company-2026-2,AI/Tech Founder,2003,Web,Founder/CEO Kodezi (AI coding tool); raised $2M; started at 17; from Bangladesh,yc_founders
