candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1195,candidate-1195-manute-bol,Manute Bol,1962,BASKETBALL PLAYER,Sudan,M,35,59.43,https://en.wikipedia.org/?curid=283871,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
2429,candidate-2429-zinaida-turchyna,Zinaida Turchyna,1946,HANDBALL PLAYER,Ukraine,F,21,56.79,https://en.wikipedia.org/?curid=13056280,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
1020,candidate-1020-miklós-németh,Miklós Németh,1946,ATHLETE,Hungary,M,27,60.90,https://en.wikipedia.org/?curid=1203584,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
494,candidate-0494-kim-ki-duk,Kim Ki-duk,1960,FILM DIRECTOR,South Korea,M,55,68.21,https://en.wikipedia.org/?curid=645679,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
1400,candidate-1400-alfred-swift,Alfred Swift,1931,CYCLIST,South Africa,M,17,56.98,https://en.wikipedia.org/?curid=23458430,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
1270,candidate-1270-tony-roche,Tony Roche,1945,TENNIS PLAYER,Australia,M,24,58.43,https://en.wikipedia.org/?curid=870020,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
784,candidate-0784-jean-pierre-jarier,Jean-Pierre Jarier,1946,RACING DRIVER,France,M,25,63.57,https://en.wikipedia.org/?curid=1154122,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
1952,candidate-1952-paolo-borsellino,Paolo Borsellino,1940,JUDGE,Italy,M,37,70.49,https://en.wikipedia.org/?curid=628364,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
1249,candidate-1249-david-ruelle,David Ruelle,1935,MATHEMATICIAN,Belgium,M,19,58.64,https://en.wikipedia.org/?curid=3210880,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
162,candidate-0162-angelina-jolie,Angelina Jolie,1975,ACTOR,United States,F,141,74.32,https://en.wikipedia.org/?curid=5792809,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
359,candidate-0359-wole-soyinka,Wole Soyinka,1934,WRITER,Nigeria,M,96,69.29,https://en.wikipedia.org/?curid=33825,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
2974,candidate-2974-lee-chul-seung,Lee Chul-seung,1972,TABLE TENNIS PLAYER,South Korea,M,17,47.07,https://en.wikipedia.org/?curid=21012500,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
