candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1724,candidate-1724-jon-henricks,Jon Henricks,1935,SWIMMER,Australia,M,16,50.07,https://en.wikipedia.org/?curid=4582430,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
1257,candidate-1257-paavo-järvi,Paavo Järvi,1962,CONDUCTOR,Estonia,M,23,58.54,https://en.wikipedia.org/?curid=395700,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
1274,candidate-1274-hans-van-manen,Hans van Manen,1932,DANCER,Netherlands,M,18,58.37,https://en.wikipedia.org/?curid=7084551,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
1149,candidate-1149-józef-szmidt,Józef Szmidt,1935,ATHLETE,Poland,M,31,59.82,https://en.wikipedia.org/?curid=3311640,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
879,candidate-0879-kevin-carter,Kevin Carter,1960,JOURNALIST,South Africa,M,48,62.58,https://en.wikipedia.org/?curid=867986,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
464,candidate-0464-jensen-huang,Jensen Huang,1963,BUSINESSPERSON,Taiwan,M,36,68.39,https://en.wikipedia.org/?curid=2116495,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
2476,candidate-2476-stellan-bengtsson,Stellan Bengtsson,1952,TABLE TENNIS PLAYER,Sweden,M,17,56.01,https://en.wikipedia.org/?curid=1714661,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
571,candidate-0571-marian-gold,Marian Gold,1954,SINGER,Germany,M,25,67.70,https://en.wikipedia.org/?curid=848882,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
2165,candidate-2165-alfonso-lópez-trujillo,Alfonso López Trujillo,1935,PHYSICIAN,Colombia,M,21,61.96,https://en.wikipedia.org/?curid=1687710,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
1666,candidate-1666-xie-jun,Xie Jun,1970,CHESS PLAYER,China,F,41,51.96,https://en.wikipedia.org/?curid=220780,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
1515,candidate-1515-zdeněk-mácal,Zdeněk Mácal,1936,CONDUCTOR,Czechia,M,15,55.58,https://en.wikipedia.org/?curid=3693833,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
2107,candidate-2107-michel-lotito,Michel Lotito,1950,CELEBRITY,France,M,24,63.49,https://en.wikipedia.org/?curid=353084,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
