candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
2933,candidate-2933-gheorghe-dogărescu,Gheorghe Dogărescu,1960,HANDBALL PLAYER,Romania,M,15,47.84,https://en.wikipedia.org/?curid=11975576,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
815,candidate-0815-arantxa-sánchez-vicario,Arantxa Sánchez Vicario,1971,TENNIS PLAYER,Spain,F,55,63.25,https://en.wikipedia.org/?curid=534624,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
2299,candidate-2299-touria-chaoui,Touria Chaoui,1936,PILOT,Morocco,F,18,59.26,https://en.wikipedia.org/?curid=52515216,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
109,candidate-0109-rutger-hauer,Rutger Hauer,1944,ACTOR,Netherlands,M,60,75.13,https://en.wikipedia.org/?curid=37500,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
2466,candidate-2466-vegard-ulvang,Vegard Ulvang,1963,SKIER,Norway,M,23,56.15,https://en.wikipedia.org/?curid=1248742,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
2070,candidate-2070-kathrine-switzer,Kathrine Switzer,1947,,Germany,F,32,64.69,https://en.wikipedia.org/?curid=13687702,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
953,candidate-0953-marat-safin,Marat Safin,1980,TENNIS PLAYER,Russia,M,63,61.49,https://en.wikipedia.org/?curid=383481,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
896,candidate-0896-jan-saudek,Jan Saudek,1935,PHOTOGRAPHER,Czechia,M,24,62.41,https://en.wikipedia.org/?curid=1352323,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
384,candidate-0384-giya-kancheli,Giya Kancheli,1935,MUSICIAN,Georgia,M,63,69.10,https://en.wikipedia.org/?curid=796745,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
123,candidate-0123-neil-degrasse-tyson,Neil deGrasse Tyson,1958,ASTRONOMER,United States,M,67,74.94,https://en.wikipedia.org/?curid=1972777,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
131,candidate-0131-james-brown,James Brown,1933,SINGER,United States,M,87,74.80,https://en.wikipedia.org/?curid=15766,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
1729,candidate-1729-andrija-fuderer,Andrija Fuderer,1931,CHESS PLAYER,Serbia,M,15,49.97,https://en.wikipedia.org/?curid=17579722,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
