candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,candidate-12-01-ivana-trump,Ivana Trump,1949,BUSINESSPERSON,Czechia,F,56,85.696905,https://en.wikipedia.org/?curid=1057887,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
2,candidate-12-02-johann-deisenhofer,Johann Deisenhofer,1943,CHEMIST,Germany,M,50,70.1901,https://en.wikipedia.org/?curid=569123,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
3,candidate-12-03-robert-kiyosaki,Robert Kiyosaki,1947,BUSINESSPERSON,United States,M,55,74.537268,https://en.wikipedia.org/?curid=473309,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
4,candidate-12-04-michael-levitt,Michael Levitt,1947,CHEMIST,South Africa,M,57,72.941032,https://en.wikipedia.org/?curid=4421469,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
5,candidate-12-05-bassel-al-assad,Bassel al-Assad,1962,ENGINEER,Syria,M,32,70.714808,https://en.wikipedia.org/?curid=2246162,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
6,candidate-12-06-richard-r.-ernst,Richard R. Ernst,1933,CHEMIST,Switzerland,M,60,72.243108,https://en.wikipedia.org/?curid=26361,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
7,candidate-12-07-linda-mcmahon,Linda McMahon,1948,BUSINESSPERSON,United States,F,35,75.064109,https://en.wikipedia.org/?curid=679668,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
8,candidate-12-08-tomas-lindahl,Tomas Lindahl,1938,BIOLOGIST,Sweden,M,60,73.643648,https://en.wikipedia.org/?curid=20155186,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
9,candidate-12-09-jim-simons,Jim Simons,1938,MATHEMATICIAN,United States,M,35,72.887624,https://en.wikipedia.org/?curid=2430844,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
10,candidate-12-10-javier-solana,Javier Solana,1942,PHYSICIST,Spain,M,49,73.626372,https://en.wikipedia.org/?curid=391110,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
11,candidate-12-11-hugh-david-politzer,Hugh David Politzer,1949,PHYSICIST,United States,M,64,71.880813,https://en.wikipedia.org/?curid=30871443,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
12,candidate-12-12-gregory-winter,Gregory Winter,1951,BIOLOGIST,United Kingdom,M,51,72.69691,https://en.wikipedia.org/?curid=1843684,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
