candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,candidate-01-01-arno-allan-penzias,Arno Allan Penzias,1933,PHYSICIST,Germany,M,78,74.185448,https://en.wikipedia.org/?curid=318516,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
2,candidate-01-02-toshihide-maskawa,Toshihide Maskawa,1940,PHYSICIST,Japan,M,63,69.393103,https://en.wikipedia.org/?curid=10899167,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
3,candidate-01-03-dietrich-mateschitz,Dietrich Mateschitz,1944,BUSINESSPERSON,Austria,M,40,71.7946,https://en.wikipedia.org/?curid=1291735,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
4,candidate-01-04-gerhard-ertl,Gerhard Ertl,1936,CHEMIST,Germany,M,63,72.12297,https://en.wikipedia.org/?curid=13013746,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
5,candidate-01-05-theodor-w.-hänsch,Theodor W. Hänsch,1941,PHYSICIST,Germany,F,65,71.546247,https://en.wikipedia.org/?curid=2831019,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
6,candidate-01-06-valery-legasov,Valery Legasov,1936,CHEMIST,Russia,M,41,73.946203,https://en.wikipedia.org/?curid=4857289,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
7,candidate-01-07-david-lee,David Lee,1931,PHYSICIST,United States,M,61,71.412967,https://en.wikipedia.org/?curid=2006475,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
8,candidate-01-08-anatoly-dyatlov,Anatoly Dyatlov,1931,ENGINEER,Russia,F,31,72.472189,https://en.wikipedia.org/?curid=6833805,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
9,candidate-01-09-george-smith,George Smith,1941,BIOLOGIST,United States,M,49,74.766323,https://en.wikipedia.org/?curid=58642055,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
10,candidate-01-10-steve-ballmer,Steve Ballmer,1956,BUSINESSPERSON,United States,M,58,75.998111,https://en.wikipedia.org/?curid=29656,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
11,candidate-01-11-philip-kotler,Philip Kotler,1931,BUSINESSPERSON,United States,M,43,74.417353,https://en.wikipedia.org/?curid=2758154,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
12,candidate-01-12-sidney-altman,Sidney Altman,1939,CHEMIST,Canada,M,56,70.503935,https://en.wikipedia.org/?curid=51775,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
