candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,candidate-06-01-jean-marie-lehn,Jean-Marie Lehn,1939,CHEMIST,France,M,57,72.033077,https://en.wikipedia.org/?curid=1312121,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
2,candidate-06-02-rupert-murdoch,Rupert Murdoch,1931,BUSINESSPERSON,Australia,M,77,71.45825,https://en.wikipedia.org/?curid=26091,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
3,candidate-06-03-svante-pääbo,Svante Pääbo,1955,BIOLOGIST,Sweden,M,65,70.182867,https://en.wikipedia.org/?curid=73016,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
4,candidate-06-04-bob-kahn,Bob Kahn,1938,INVENTOR,United States,M,39,73.962289,https://en.wikipedia.org/?curid=365802,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
5,candidate-06-05-bernie-madoff,Bernie Madoff,1938,BUSINESSPERSON,United States,M,53,80.585044,https://en.wikipedia.org/?curid=20650188,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
6,candidate-06-06-leon-cooper,Leon Cooper,1930,PHYSICIST,United States,M,72,72.812666,https://en.wikipedia.org/?curid=396611,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
7,candidate-06-07-vince-mcmahon,Vince McMahon,1945,BUSINESSPERSON,United States,M,49,80.553901,https://en.wikipedia.org/?curid=303951,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
8,candidate-06-08-sepp-blatter,Sepp Blatter,1936,BUSINESSPERSON,Switzerland,M,80,80.940109,https://en.wikipedia.org/?curid=42278,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
9,candidate-06-09-warren-buffett,Warren Buffett,1930,BUSINESSPERSON,United States,M,102,81.983849,https://en.wikipedia.org/?curid=211518,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
10,candidate-06-10-peter-j.-ratcliffe,Peter J. Ratcliffe,1954,CHEMIST,United Kingdom,M,47,70.635162,https://en.wikipedia.org/?curid=37630676,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
11,candidate-06-11-barry-barish,Barry Barish,1936,PHYSICIST,United States,M,56,76.204232,https://en.wikipedia.org/?curid=36535054,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
12,candidate-06-12-douglas-osheroff,Douglas Osheroff,1945,PHYSICIST,United States,M,61,72.034986,https://en.wikipedia.org/?curid=431890,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
