candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,candidate-11-01-venkatraman-ramakrishnan,Venkatraman Ramakrishnan,1952,CHEMIST,India,M,70,76.443327,https://en.wikipedia.org/?curid=3421751,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
2,candidate-11-02-melinda-gates,Melinda Gates,1964,BUSINESSPERSON,United States,F,70,74.150231,https://en.wikipedia.org/?curid=51725,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
3,candidate-11-03-roger-penrose,Roger Penrose,1931,PHYSICIST,United Kingdom,M,78,74.079303,https://en.wikipedia.org/?curid=26193,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
4,candidate-11-04-richard-dawkins,Richard Dawkins,1941,BIOLOGIST,Kenya,M,97,75.488359,https://en.wikipedia.org/?curid=25867,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
5,candidate-11-05-serge-haroche,Serge Haroche,1944,PHYSICIST,Morocco,M,64,69.501591,https://en.wikipedia.org/?curid=14661857,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
6,candidate-11-06-n.-r.-narayana-murthy,N. R. Narayana Murthy,1946,BUSINESSPERSON,India,M,30,71.201167,https://en.wikipedia.org/?curid=465730,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
7,candidate-11-07-piero-ferrari,Piero Ferrari,1945,BUSINESSPERSON,Italy,M,19,69.354632,https://en.wikipedia.org/?curid=5876748,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
8,candidate-11-08-harald-zur-hausen,Harald zur Hausen,1936,BIOLOGIST,Germany,M,66,73.851703,https://en.wikipedia.org/?curid=17608618,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
9,candidate-11-09-richard-henderson,Richard Henderson,1945,BIOLOGIST,United Kingdom,M,45,73.976231,https://en.wikipedia.org/?curid=6932525,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
10,candidate-11-10-georges-j.-f.-köhler,Georges J. F. Köhler,1946,BIOLOGIST,Germany,M,48,70.365378,https://en.wikipedia.org/?curid=1607609,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
11,candidate-11-11-david-j.-thouless,David J. Thouless,1934,PHYSICIST,United Kingdom,M,65,79.674445,https://en.wikipedia.org/?curid=5583178,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
12,candidate-11-12-william-e.-moerner,William E. Moerner,1953,CHEMIST,United States,M,56,72.382419,https://en.wikipedia.org/?curid=5824132,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
