candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,candidate-07-01-makoto-kobayashi,Makoto Kobayashi,1944,PHYSICIST,Japan,M,62,70.900032,https://en.wikipedia.org/?curid=10899099,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
2,candidate-07-02-klaus-von-klitzing,Klaus von Klitzing,1943,PHYSICIST,Poland,M,68,71.636745,https://en.wikipedia.org/?curid=670471,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
3,candidate-07-03-flavio-briatore,Flavio Briatore,1950,BUSINESSPERSON,Italy,M,28,70.911423,https://en.wikipedia.org/?curid=614426,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
4,candidate-07-04-ernő-rubik,Ernő Rubik,1944,INVENTOR,Hungary,M,56,75.034128,https://en.wikipedia.org/?curid=335331,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
5,candidate-07-05-roger-d.-kornberg,Roger D. Kornberg,1947,CHEMIST,United States,M,65,71.856632,https://en.wikipedia.org/?curid=7284095,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
6,candidate-07-06-jim-peebles,Jim Peebles,1935,PHYSICIST,Canada,M,60,69.723582,https://en.wikipedia.org/?curid=864778,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
7,candidate-07-07-paul-j.-crutzen,Paul J. Crutzen,1933,CHEMIST,Netherlands,M,62,73.448935,https://en.wikipedia.org/?curid=1077414,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
8,candidate-07-08-edsger-w.-dijkstra,Edsger W. Dijkstra,1930,COMPUTER SCIENTIST,Netherlands,M,61,70.135085,https://en.wikipedia.org/?curid=10018,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
9,candidate-07-09-donald-trump-jr.,Donald Trump Jr.,1977,BUSINESSPERSON,United States,F,49,72.630037,https://en.wikipedia.org/?curid=5679119,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
10,candidate-07-10-geoffrey-hinton,Geoffrey Hinton,1947,COMPUTER SCIENTIST,United Kingdom,M,56,69.890445,https://en.wikipedia.org/?curid=507174,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
11,candidate-07-11-ron-dennis,Ron Dennis,1947,BUSINESSPERSON,United Kingdom,M,30,70.744671,https://en.wikipedia.org/?curid=743649,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
12,candidate-07-12-akira-suzuki,Akira Suzuki,1930,CHEMIST,Japan,M,64,70.852247,https://en.wikipedia.org/?curid=26635194,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
