candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
1,candidate-02-01-aaron-ciechanover,Aaron Ciechanover,1947,BIOLOGIST,Israel,M,60,71.009026,https://en.wikipedia.org/?curid=1043968,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
2,candidate-02-02-kurt-wüthrich,Kurt Wüthrich,1938,CHEMIST,Switzerland,M,57,71.778449,https://en.wikipedia.org/?curid=203291,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
3,candidate-02-03-bengt-i.-samuelsson,Bengt I. Samuelsson,1934,CHEMIST,Sweden,M,48,71.106773,https://en.wikipedia.org/?curid=498608,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
4,candidate-02-04-linda-b.-buck,Linda B. Buck,1947,BIOLOGIST,United States,F,78,72.696162,https://en.wikipedia.org/?curid=1039176,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
5,candidate-02-05-claude-cohen-tannoudji,Claude Cohen-Tannoudji,1933,PHYSICIST,Algeria,M,68,70.67024,https://en.wikipedia.org/?curid=630821,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
6,candidate-02-06-yoshinori-ohsumi,Yoshinori Ohsumi,1945,BIOLOGIST,Japan,M,69,76.171266,https://en.wikipedia.org/?curid=37674837,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
7,candidate-02-07-james-cronin,James Cronin,1931,PHYSICIST,United States,M,64,71.429705,https://en.wikipedia.org/?curid=396732,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
8,candidate-02-08-george-soros,George Soros,1930,BUSINESSPERSON,Hungary,M,81,81.387731,https://en.wikipedia.org/?curid=6951166,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
9,candidate-02-09-martinus-j.-g.-veltman,Martinus J. G. Veltman,1931,PHYSICIST,Netherlands,M,64,72.819371,https://en.wikipedia.org/?curid=491723,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
10,candidate-02-10-florentino-pérez,Florentino Pérez,1947,BUSINESSPERSON,Spain,M,52,78.855013,https://en.wikipedia.org/?curid=2919782,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
11,candidate-02-11-günter-blobel,Günter Blobel,1936,BIOLOGIST,Poland,M,58,72.268209,https://en.wikipedia.org/?curid=243903,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
12,candidate-02-12-ei-ichi-negishi,Ei-ichi Negishi,1935,CHEMIST,China,M,63,71.283986,https://en.wikipedia.org/?curid=15858460,unresearched,unverified_candidate,Tech-focused queue; HPI is not evidence of early success.
