candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
50,candidate-0050-mark-knopfler,Mark Knopfler,1949,MUSICIAN,United Kingdom,M,52,78.32,https://en.wikipedia.org/?curid=199158,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
195,candidate-0195-david-beckham,David Beckham,1975,SOCCER PLAYER,United Kingdom,M,113,72.37,https://en.wikipedia.org/?curid=8618,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
391,candidate-0391-alain-connes,Alain Connes,1947,MATHEMATICIAN,France,M,38,64.08,https://en.wikipedia.org/?curid=340,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
80,candidate-0080-hans-zimmer,Hans Zimmer,1957,COMPOSER,Germany,M,83,76.78,https://en.wikipedia.org/?curid=159381,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
366,candidate-0366-arturo-merzario,Arturo Merzario,1943,RACING DRIVER,Italy,M,21,65.01,https://en.wikipedia.org/?curid=1219447,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
175,candidate-0175-paco-de-lucía,Paco de Lucía,1947,MUSICIAN,Spain,M,59,73.06,https://en.wikipedia.org/?curid=1007764,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
385,candidate-0385-giuseppe-sinopoli,Giuseppe Sinopoli,1946,CONDUCTOR,Italy,M,27,64.34,https://en.wikipedia.org/?curid=326514,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
358,candidate-0358-patrick-tambay,Patrick Tambay,1949,RACING DRIVER,France,M,32,65.37,https://en.wikipedia.org/?curid=1223181,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
82,candidate-0082-riccardo-muti,Riccardo Muti,1941,CONDUCTOR,Italy,M,37,76.76,https://en.wikipedia.org/?curid=200570,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
143,candidate-0143-brian-jones,Brian Jones,1942,MUSICIAN,United Kingdom,M,52,74.11,https://en.wikipedia.org/?curid=81456,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
302,candidate-0302-mario-j-molina,Mario J. Molina,1943,CHEMIST,Mexico,M,67,67.93,https://en.wikipedia.org/?curid=500353,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
230,candidate-0230-bobby-moore,Bobby Moore,1941,SOCCER PLAYER,United Kingdom,M,54,71.39,https://en.wikipedia.org/?curid=18826090,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
