candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
76,candidate-0076-sharon-tate,Sharon Tate,1943,ACTOR,United States,F,58,76.94,https://en.wikipedia.org/?curid=44735,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
375,candidate-0375-yolanda-hadid,Yolanda Hadid,1964,MODEL,Netherlands,F,24,64.65,https://en.wikipedia.org/?curid=39843099,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
386,candidate-0386-alessandra-ambrosio,Alessandra Ambrosio,1981,MODEL,Brazil,F,60,64.32,https://en.wikipedia.org/?curid=929522,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
27,candidate-0027-julio-iglesias,Julio Iglesias,1943,SINGER,Spain,M,79,80.18,https://en.wikipedia.org/?curid=19554473,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
73,candidate-0073-cesária-évora,Cesária Évora,1941,SINGER,Cabo Verde,F,65,77.35,https://en.wikipedia.org/?curid=8611104,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
181,candidate-0181-kim-myong-gil,Kim Myong-gil,1984,SOCCER PLAYER,North Korea,M,40,73.01,https://en.wikipedia.org/?curid=27510552,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
32,candidate-0032-chuck-norris,Chuck Norris,1940,ACTOR,United States,M,83,79.26,https://en.wikipedia.org/?curid=162617,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
327,candidate-0327-alexey-ekimov,Alexey Ekimov,1945,PHYSICIST,Russia,M,44,66.75,https://en.wikipedia.org/?curid=27846134,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
131,candidate-0131-martha-argerich,Martha Argerich,1941,MUSICIAN,Argentina,F,50,74.49,https://en.wikipedia.org/?curid=52395,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
128,candidate-0128-keith-richards,Keith Richards,1943,MUSICIAN,United Kingdom,M,70,74.62,https://en.wikipedia.org/?curid=157487,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
249,candidate-0249-christiane-nüsslein-volhard,Christiane Nüsslein-Volhard,1942,BIOLOGIST,Germany,F,65,70.90,https://en.wikipedia.org/?curid=222990,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
334,candidate-0334-teófilo-stevenson,Teófilo Stevenson,1952,BOXER,Cuba,M,43,66.63,https://en.wikipedia.org/?curid=163257,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
