candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
160,candidate-0160-andrzej-sapkowski,Andrzej Sapkowski,1948,WRITER,Poland,M,54,73.44,https://en.wikipedia.org/?curid=2865,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
374,candidate-0374-robert-hübner,Robert Hübner,1948,CHESS PLAYER,Germany,M,33,64.69,https://en.wikipedia.org/?curid=1358965,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
294,candidate-0294-valentin-ceaușescu,Valentin Ceaușescu,1948,PHYSICIST,Romania,M,21,68.38,https://en.wikipedia.org/?curid=5030845,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
227,candidate-0227-amin-maalouf,Amin Maalouf,1949,WRITER,Lebanon,M,60,71.50,https://en.wikipedia.org/?curid=176782,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
189,candidate-0189-gregory-winter,Gregory Winter,1951,BIOLOGIST,United Kingdom,M,51,72.70,https://en.wikipedia.org/?curid=1843684,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
8,candidate-0008-janis-joplin,Janis Joplin,1943,SINGER,United States,F,85,83.91,https://en.wikipedia.org/?curid=16245,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
242,candidate-0242-xavi,Xavi,1980,SOCCER PLAYER,Spain,M,87,71.08,https://en.wikipedia.org/?curid=2108060,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
295,candidate-0295-zoia-ceaușescu,Zoia Ceaușescu,1949,MATHEMATICIAN,Romania,F,26,68.26,https://en.wikipedia.org/?curid=8072034,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
356,candidate-0356-marita-koch,Marita Koch,1957,ATHLETE,Germany,F,41,65.40,https://en.wikipedia.org/?curid=603956,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
219,candidate-0219-franco-baresi,Franco Baresi,1960,SOCCER PLAYER,Italy,M,54,71.68,https://en.wikipedia.org/?curid=10855,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
284,candidate-0284-jack-ma,Jack Ma,1964,BUSINESSPERSON,China,M,80,68.80,https://en.wikipedia.org/?curid=2432849,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
134,candidate-0134-jimmy-page,Jimmy Page,1944,MUSICIAN,United Kingdom,M,69,74.38,https://en.wikipedia.org/?curid=102096,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
