candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
36,candidate-0036-florentino-pérez,Florentino Pérez,1947,BUSINESSPERSON,Spain,M,52,78.86,https://en.wikipedia.org/?curid=2919782,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
296,candidate-0296-mikhail-khodorkovsky,Mikhail Khodorkovsky,1963,BUSINESSPERSON,Russia,M,61,68.08,https://en.wikipedia.org/?curid=299696,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
186,candidate-0186-keke-rosberg,Keke Rosberg,1948,RACING DRIVER,Sweden,M,45,72.84,https://en.wikipedia.org/?curid=230197,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
317,candidate-0317-andre-geim,Andre Geim,1958,PHYSICIST,Russia,M,68,67.32,https://en.wikipedia.org/?curid=17054160,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
151,candidate-0151-ian-gillan,Ian Gillan,1945,SINGER,United Kingdom,M,52,73.85,https://en.wikipedia.org/?curid=5340721,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
41,candidate-0041-richard-gere,Richard Gere,1949,ACTOR,United States,M,74,78.57,https://en.wikipedia.org/?curid=153956,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
194,candidate-0194-mario-kempes,Mario Kempes,1954,SOCCER PLAYER,Argentina,M,64,72.38,https://en.wikipedia.org/?curid=610924,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
64,candidate-0064-cat-stevens,Cat Stevens,1948,MUSICIAN,United Kingdom,M,67,77.66,https://en.wikipedia.org/?curid=78747,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
236,candidate-0236-raúl,Raúl,1977,SOCCER PLAYER,Spain,M,77,71.20,https://en.wikipedia.org/?curid=347480,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
136,candidate-0136-nick-drake,Nick Drake,1948,MUSICIAN,Myanmar (Burma),M,44,74.28,https://en.wikipedia.org/?curid=80521,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
310,candidate-0310-riccardo-patrese,Riccardo Patrese,1954,RACING DRIVER,Italy,M,36,67.55,https://en.wikipedia.org/?curid=38875,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
177,candidate-0177-ri-kwang-hyok,Ri Kwang-hyok,1987,SOCCER PLAYER,North Korea,M,40,73.04,https://en.wikipedia.org/?curid=25309738,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
