candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
170,candidate-0170-john-deacon,John Deacon,1951,MUSICIAN,United Kingdom,M,55,73.12,https://en.wikipedia.org/?curid=10950533,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
252,candidate-0252-oleg-blokhin,Oleg Blokhin,1952,SOCCER PLAYER,Ukraine,M,61,70.87,https://en.wikipedia.org/?curid=966922,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
78,candidate-0078-cameron-diaz,Cameron Diaz,1972,ACTOR,United States,F,96,76.87,https://en.wikipedia.org/?curid=42104,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
3,candidate-0003-stephen-hawking,Stephen Hawking,1942,PHYSICIST,United Kingdom,M,151,88.36,https://en.wikipedia.org/?curid=19376148,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
368,candidate-0368-helmuth-koinigg,Helmuth Koinigg,1948,RACING DRIVER,Austria,M,24,64.91,https://en.wikipedia.org/?curid=767652,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
254,candidate-0254-eric-cantona,Eric Cantona,1966,SOCCER PLAYER,France,M,66,70.83,https://en.wikipedia.org/?curid=199933,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
245,candidate-0245-aaron-ciechanover,Aaron Ciechanover,1947,BIOLOGIST,Israel,M,60,71.01,https://en.wikipedia.org/?curid=1043968,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
210,candidate-0210-christopher-hogwood,Christopher Hogwood,1941,COMPOSER,United Kingdom,M,24,71.94,https://en.wikipedia.org/?curid=385882,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
56,candidate-0056-whitney-houston,Whitney Houston,1963,SINGER,United States,F,122,78.05,https://en.wikipedia.org/?curid=34071,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
281,candidate-0281-gerard-t-hooft,Gerard 't Hooft,1946,PHYSICIST,Netherlands,M,73,68.92,https://en.wikipedia.org/?curid=491714,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
60,candidate-0060-vangelis,Vangelis,1943,COMPOSER,Greece,M,70,77.87,https://en.wikipedia.org/?curid=32472,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
244,candidate-0244-xabi-alonso,Xabi Alonso,1981,SOCCER PLAYER,Spain,M,80,71.03,https://en.wikipedia.org/?curid=1009205,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
