candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
90,candidate-0090-josé-carreras,José Carreras,1946,SINGER,Spain,M,63,78.21,https://en.wikipedia.org/?curid=290553,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
357,candidate-0357-vlastimil-hort,Vlastimil Hort,1944,CHESS PLAYER,Czechia,M,24,65.51,https://en.wikipedia.org/?curid=2291341,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
319,candidate-0319-didier-queloz,Didier Queloz,1966,ASTRONOMER,Switzerland,M,62,67.02,https://en.wikipedia.org/?curid=1033433,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
171,candidate-0171-luís-figo,Luís Figo,1972,SOCCER PLAYER,Portugal,M,73,74.12,https://en.wikipedia.org/?curid=47334241,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
101,candidate-0101-eric-clapton,Eric Clapton,1945,MUSICIAN,United Kingdom,M,86,77.76,https://en.wikipedia.org/?curid=10049,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
160,candidate-0160-jane-hawking,Jane Hawking,1944,WRITER,United Kingdom,F,28,74.68,https://en.wikipedia.org/?curid=44375105,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
374,candidate-0374-guido-van-rossum,Guido van Rossum,1956,COMPUTER SCIENTIST,Netherlands,M,51,64.73,https://en.wikipedia.org/?curid=226402,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
294,candidate-0294-jean-todt,Jean Todt,1946,RACING DRIVER,France,M,34,68.02,https://en.wikipedia.org/?curid=695694,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
227,candidate-0227-the-iron-sheik,The Iron Sheik,1942,WRESTLER,Iran,M,28,71.31,https://en.wikipedia.org/?curid=363161,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
189,candidate-0189-romário,Romário,1966,SOCCER PLAYER,Brazil,M,71,73.43,https://en.wikipedia.org/?curid=615807,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
8,candidate-0008-freddie-mercury,Freddie Mercury,1946,MUSICIAN,Tanzania,M,147,87.00,https://en.wikipedia.org/?curid=42068,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
242,candidate-0242-erwin-neher,Erwin Neher,1944,BIOLOGIST,Germany,M,53,70.67,https://en.wikipedia.org/?curid=762732,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
