candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
11,candidate-0011-madonna,Madonna,1958,MUSICIAN,United States,F,153,85.74,https://en.wikipedia.org/?curid=142056,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
66,candidate-0066-meryl-streep,Meryl Streep,1949,ACTOR,United States,F,112,79.15,https://en.wikipedia.org/?curid=63390,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
346,candidate-0346-viktor-belenko,Viktor Belenko,1947,ENGINEER,Russia,M,25,65.86,https://en.wikipedia.org/?curid=387911,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
350,candidate-0350-felix-baumgartner,Felix Baumgartner,1969,ATHLETE,Austria,M,62,65.79,https://en.wikipedia.org/?curid=5449624,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
285,candidate-0285-maurizio-pollini,Maurizio Pollini,1942,COMPOSER,Italy,M,31,68.55,https://en.wikipedia.org/?curid=312778,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
65,candidate-0065-patti-smith,Patti Smith,1946,SINGER,United States,F,62,79.15,https://en.wikipedia.org/?curid=22995,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
163,candidate-0163-carlos-slim,Carlos Slim,1940,BUSINESSPERSON,Mexico,F,71,74.46,https://en.wikipedia.org/?curid=629851,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
86,candidate-0086-zaha-hadid,Zaha Hadid,1950,ARCHITECT,Iraq,F,82,78.46,https://en.wikipedia.org/?curid=513402,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
155,candidate-0155-ernő-rubik,Ernő Rubik,1944,INVENTOR,Hungary,M,56,75.03,https://en.wikipedia.org/?curid=335331,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
121,candidate-0121-georg-bednorz,Georg Bednorz,1950,PHYSICIST,Germany,M,69,76.58,https://en.wikipedia.org/?curid=7710506,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
331,candidate-0331-mats-wilander,Mats Wilander,1964,TENNIS PLAYER,Sweden,M,49,66.55,https://en.wikipedia.org/?curid=200446,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
226,candidate-0226-katalin-karikó,Katalin Karikó,1955,CHEMIST,Hungary,F,59,71.31,https://en.wikipedia.org/?curid=63780788,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
