candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
377,candidate-0377-roberto-durán,Roberto Durán,1951,BOXER,Panama,M,28,64.62,https://en.wikipedia.org/?curid=63328,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
330,candidate-0330-philippe-starck,Philippe Starck,1949,DESIGNER,France,M,30,66.58,https://en.wikipedia.org/?curid=156436,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
106,candidate-0106-mick-jagger,Mick Jagger,1943,SINGER,United Kingdom,M,83,77.49,https://en.wikipedia.org/?curid=57187,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
202,candidate-0202-abbas-kiarostami,Abbas Kiarostami,1940,FILM DIRECTOR,Iran,M,63,72.89,https://en.wikipedia.org/?curid=400421,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
91,candidate-0091-elton-john,Elton John,1947,MUSICIAN,United Kingdom,M,98,78.15,https://en.wikipedia.org/?curid=5052197,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
363,candidate-0363-mirza-delibašić,Mirza Delibašić,1954,BASKETBALL PLAYER,Bosnia and Herzegovina,M,31,65.31,https://en.wikipedia.org/?curid=1973146,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
152,candidate-0152-jocelyn-bell-burnell,Jocelyn Bell Burnell,1943,ASTRONOMER,United Kingdom,F,58,75.09,https://en.wikipedia.org/?curid=543432,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
278,candidate-0278-mika-häkkinen,Mika Häkkinen,1968,RACING DRIVER,Finland,M,59,68.75,https://en.wikipedia.org/?curid=63073,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
49,candidate-0049-gérard-depardieu,Gérard Depardieu,1948,ACTOR,France,M,81,80.19,https://en.wikipedia.org/?curid=45238,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
105,candidate-0105-andrea-bocelli,Andrea Bocelli,1958,SINGER,Italy,M,91,77.51,https://en.wikipedia.org/?curid=451281,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
157,candidate-0157-jean-pierre-sauvage,Jean-Pierre Sauvage,1944,CHEMIST,France,M,56,74.92,https://en.wikipedia.org/?curid=3302373,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
63,candidate-0063-jean-michel-jarre,Jean-Michel Jarre,1948,MUSICIAN,France,M,66,79.27,https://en.wikipedia.org/?curid=45222,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
