candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
279,candidate-0279-rafael-nadal,Rafael Nadal,1986,TENNIS PLAYER,Spain,M,135,68.74,https://en.wikipedia.org/?curid=1439517,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
158,candidate-0158-nelson-piquet,Nelson Piquet,1952,RACING DRIVER,Brazil,M,55,74.83,https://en.wikipedia.org/?curid=204645,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
335,candidate-0335-brigitte-nielsen,Brigitte Nielsen,1963,MODEL,Denmark,F,45,66.34,https://en.wikipedia.org/?curid=995149,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
394,candidate-0394-adriana-lima,Adriana Lima,1981,MODEL,Brazil,F,70,64.00,https://en.wikipedia.org/?curid=928959,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
153,candidate-0153-krzysztof-kieślowski,Krzysztof Kieślowski,1941,FILM DIRECTOR,Poland,M,63,75.06,https://en.wikipedia.org/?curid=155269,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
353,candidate-0353-gabriela-sabatini,Gabriela Sabatini,1970,TENNIS PLAYER,Argentina,F,53,65.63,https://en.wikipedia.org/?curid=782187,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
185,candidate-0185-ruud-gullit,Ruud Gullit,1962,SOCCER PLAYER,Netherlands,M,69,73.58,https://en.wikipedia.org/?curid=58684,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
371,candidate-0371-pierre-deligne,Pierre Deligne,1944,MATHEMATICIAN,Belgium,M,38,64.78,https://en.wikipedia.org/?curid=394544,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
340,candidate-0340-bert-sakmann,Bert Sakmann,1942,BIOLOGIST,Germany,M,47,66.19,https://en.wikipedia.org/?curid=619989,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
104,candidate-0104-annie-ernaux,Annie Ernaux,1940,WRITER,France,F,82,77.55,https://en.wikipedia.org/?curid=3854049,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
192,candidate-0192-rem-koolhaas,Rem Koolhaas,1944,ARCHITECT,Netherlands,M,49,73.19,https://en.wikipedia.org/?curid=25945,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
26,candidate-0026-bob-dylan,Bob Dylan,1941,MUSICIAN,United States,M,143,82.73,https://en.wikipedia.org/?curid=4637590,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
