candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
103,candidate-0103-ronaldo,Ronaldo,1976,SOCCER PLAYER,Brazil,M,106,77.58,https://en.wikipedia.org/?curid=66164,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
359,candidate-0359-pat-patterson,Pat Patterson,1941,WRESTLER,Canada,M,19,65.46,https://en.wikipedia.org/?curid=1885854,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
183,candidate-0183-garry-kasparov,Garry Kasparov,1963,CHESS PLAYER,Azerbaijan,M,92,73.62,https://en.wikipedia.org/?curid=12810,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
329,candidate-0329-akira-yoshino,Akira Yoshino,1948,CHEMIST,Japan,M,56,66.59,https://en.wikipedia.org/?curid=32301653,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
351,candidate-0351-sawao-kato,Sawao Kato,1946,GYMNAST,Japan,M,38,65.77,https://en.wikipedia.org/?curid=800422,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
325,candidate-0325-klaus-schulze,Klaus Schulze,1947,COMPOSER,Germany,M,34,66.66,https://en.wikipedia.org/?curid=189048,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
344,candidate-0344-vassily-ivanchuk,Vassily Ivanchuk,1969,CHESS PLAYER,Ukraine,M,46,66.00,https://en.wikipedia.org/?curid=1035992,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
270,candidate-0270-fernando-alonso,Fernando Alonso,1981,RACING DRIVER,Spain,M,104,69.33,https://en.wikipedia.org/?curid=240390,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
55,candidate-0055-jeff-beck,Jeff Beck,1944,MUSICIAN,United Kingdom,M,56,79.94,https://en.wikipedia.org/?curid=105389,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
297,candidate-0297-dikembe-mutombo,Dikembe Mutombo,1966,BASKETBALL PLAYER,Democratic Republic of the Congo,M,44,67.96,https://en.wikipedia.org/?curid=241113,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
246,candidate-0246-helmut-marko,Helmut Marko,1943,RACING DRIVER,Austria,M,30,70.49,https://en.wikipedia.org/?curid=1233840,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
238,candidate-0238-makoto-kobayashi,Makoto Kobayashi,1944,PHYSICIST,Japan,M,62,70.90,https://en.wikipedia.org/?curid=10899099,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
