candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
34,candidate-0034-jackie-chan,Jackie Chan,1954,ACTOR,Hong Kong,M,144,81.82,https://en.wikipedia.org/?curid=144936,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
138,candidate-0138-björn-ulvaeus,Björn Ulvaeus,1945,MUSICIAN,Sweden,M,53,75.67,https://en.wikipedia.org/?curid=3740,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
206,candidate-0206-bobby-farrell,Bobby Farrell,1949,DANCER,Aruba,M,42,72.73,https://en.wikipedia.org/?curid=637896,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
162,candidate-0162-frank-williams,Frank Williams,1942,BUSINESSPERSON,United Kingdom,M,35,74.52,https://en.wikipedia.org/?curid=995100,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
384,candidate-0384-pēteris-vasks,Pēteris Vasks,1946,COMPOSER,Latvia,M,27,64.41,https://en.wikipedia.org/?curid=973794,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
118,candidate-0118-wim-wenders,Wim Wenders,1945,FILM DIRECTOR,Germany,M,63,76.64,https://en.wikipedia.org/?curid=32902,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
29,candidate-0029-david-lynch,David Lynch,1946,FILM DIRECTOR,United States,M,85,82.53,https://en.wikipedia.org/?curid=7891,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
167,candidate-0167-roberto-baggio,Roberto Baggio,1967,SOCCER PLAYER,Italy,M,81,74.28,https://en.wikipedia.org/?curid=25624,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
369,candidate-0369-irena-szewińska,Irena Szewińska,1946,ATHLETE,Russia,F,45,64.82,https://en.wikipedia.org/?curid=1041694,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
286,candidate-0286-carlos-sainz,Carlos Sainz,1962,RACING DRIVER,Spain,M,41,68.50,https://en.wikipedia.org/?curid=407139,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
139,candidate-0139-george-best,George Best,1946,SOCCER PLAYER,United Kingdom,M,66,75.63,https://en.wikipedia.org/?curid=426381,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
400,candidate-0400-jan-timman,Jan Timman,1951,CHESS PLAYER,Netherlands,M,35,63.83,https://en.wikipedia.org/?curid=69125,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
