candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
376,candidate-0376-yolanda-hadid,Yolanda Hadid,1964,MODEL,Netherlands,F,24,64.65,https://en.wikipedia.org/?curid=39843099,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
127,candidate-0127-ozzy-osbourne,Ozzy Osbourne,1948,SINGER,United Kingdom,M,74,76.29,https://en.wikipedia.org/?curid=85406,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
393,candidate-0393-alain-connes,Alain Connes,1947,MATHEMATICIAN,France,M,38,64.08,https://en.wikipedia.org/?curid=340,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
349,candidate-0349-dražen-petrović,Dražen Petrović,1964,BASKETBALL PLAYER,Croatia,M,53,65.79,https://en.wikipedia.org/?curid=679825,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
74,candidate-0074-florentino-pérez,Florentino Pérez,1947,BUSINESSPERSON,Spain,M,52,78.86,https://en.wikipedia.org/?curid=2919782,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
235,candidate-0235-aaron-ciechanover,Aaron Ciechanover,1947,BIOLOGIST,Israel,M,60,71.01,https://en.wikipedia.org/?curid=1043968,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
203,candidate-0203-keke-rosberg,Keke Rosberg,1948,RACING DRIVER,Sweden,M,45,72.84,https://en.wikipedia.org/?curid=230197,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
256,candidate-0256-gérard-mourou,Gérard Mourou,1944,PHYSICIST,France,M,56,69.96,https://en.wikipedia.org/?curid=2142322,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
300,candidate-0300-howard-shore,Howard Shore,1946,COMPOSER,Canada,M,49,67.95,https://en.wikipedia.org/?curid=312451,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
304,candidate-0304-usain-bolt,Usain Bolt,1986,ATHLETE,Jamaica,M,119,67.72,https://en.wikipedia.org/?curid=4764846,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
291,candidate-0291-zoia-ceaușescu,Zoia Ceaușescu,1949,MATHEMATICIAN,Romania,F,26,68.26,https://en.wikipedia.org/?curid=8072034,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
109,candidate-0109-eddy-merckx,Eddy Merckx,1945,CYCLIST,Belgium,M,67,76.88,https://en.wikipedia.org/?curid=152066,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
