candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
175,candidate-0175-carlos-alberto-torres,Carlos Alberto Torres,1944,SOCCER PLAYER,Brazil,M,51,73.89,https://en.wikipedia.org/?curid=615797,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
385,candidate-0385-leif-segerstam,Leif Segerstam,1944,CONDUCTOR,Finland,M,26,64.40,https://en.wikipedia.org/?curid=1289741,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
358,candidate-0358-stefan-edberg,Stefan Edberg,1966,TENNIS PLAYER,Sweden,M,53,65.51,https://en.wikipedia.org/?curid=391932,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
82,candidate-0082-richard-gere,Richard Gere,1949,ACTOR,United States,M,74,78.57,https://en.wikipedia.org/?curid=153956,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
4,candidate-0004-stephen-hawking,Stephen Hawking,1942,PHYSICIST,United Kingdom,M,151,88.36,https://en.wikipedia.org/?curid=19376148,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
143,candidate-0143-john-sulston,John Sulston,1942,BIOLOGIST,United Kingdom,M,53,75.52,https://en.wikipedia.org/?curid=711867,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
302,candidate-0302-mario-j-molina,Mario J. Molina,1943,CHEMIST,Mexico,M,67,67.93,https://en.wikipedia.org/?curid=500353,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
230,candidate-0230-mikhail-baryshnikov,Mikhail Baryshnikov,1948,DANCER,Latvia,M,58,71.16,https://en.wikipedia.org/?curid=427626,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
113,candidate-0113-riccardo-muti,Riccardo Muti,1941,CONDUCTOR,Italy,M,37,76.76,https://en.wikipedia.org/?curid=200570,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
215,candidate-0215-andré-the-giant,André the Giant,1946,WRESTLER,France,M,47,71.98,https://en.wikipedia.org/?curid=2575,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
388,candidate-0388-giuseppe-sinopoli,Giuseppe Sinopoli,1946,CONDUCTOR,Italy,M,27,64.34,https://en.wikipedia.org/?curid=326514,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
360,candidate-0360-felice-gimondi,Felice Gimondi,1942,CYCLIST,Italy,M,38,65.43,https://en.wikipedia.org/?curid=295196,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
