candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
10,candidate-0010-cher,Cher,1946,SINGER,United States,F,100,85.78,https://en.wikipedia.org/?curid=80696,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
69,candidate-0069-marianne-faithfull,Marianne Faithfull,1946,SINGER,United Kingdom,F,45,79.01,https://en.wikipedia.org/?curid=167651,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
199,candidate-0199-gilles-villeneuve,Gilles Villeneuve,1950,RACING DRIVER,Canada,M,42,73.07,https://en.wikipedia.org/?curid=86632,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
3,candidate-0003-sylvester-stallone,Sylvester Stallone,1946,ACTOR,United States,M,107,89.20,https://en.wikipedia.org/?curid=61404,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
368,candidate-0368-luis-ocaña,Luis Ocaña,1945,CYCLIST,Spain,M,28,64.95,https://en.wikipedia.org/?curid=275095,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
373,candidate-0373-yo-yo-ma,Yo-Yo Ma,1955,COMPOSER,France,M,56,64.74,https://en.wikipedia.org/?curid=142550,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
260,candidate-0260-mario-andretti,Mario Andretti,1940,RACING DRIVER,Croatia,M,52,69.82,https://en.wikipedia.org/?curid=271425,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
254,candidate-0254-nona-gaprindashvili,Nona Gaprindashvili,1941,CHESS PLAYER,Georgia,F,57,70.01,https://en.wikipedia.org/?curid=767095,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
245,candidate-0245-margaret-court,Margaret Court,1942,TENNIS PLAYER,Australia,F,57,70.53,https://en.wikipedia.org/?curid=244345,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
210,candidate-0210-tadao-ando,Tadao Ando,1941,ARCHITECT,Japan,M,49,72.31,https://en.wikipedia.org/?curid=220556,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
56,candidate-0056-roger-taylor,Roger Taylor,1949,MUSICIAN,United Kingdom,M,60,79.86,https://en.wikipedia.org/?curid=182494,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
35,candidate-0035-paulo-coelho,Paulo Coelho,1947,WRITER,Brazil,M,97,81.81,https://en.wikipedia.org/?curid=65145,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
