candidate_rank,candidate_id,name,birth_year,occupation,country_name,gender,wikipedia_languages,hpi,source_record_url,milestone_by_26_status,research_status,selection_note
187,candidate-0187-daniel-barenboim,Daniel Barenboim,1942,CONDUCTOR,Argentina,M,46,73.51,https://en.wikipedia.org/?curid=207775,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
233,candidate-0233-ryuichi-sakamoto,Ryuichi Sakamoto,1952,COMPOSER,Japan,M,47,71.04,https://en.wikipedia.org/?curid=26272,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
372,candidate-0372-jimmy-choo,Jimmy Choo,1948,DESIGNER,Malaysia,M,30,64.76,https://en.wikipedia.org/?curid=47635896,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
354,candidate-0354-nobuyoshi-araki,Nobuyoshi Araki,1940,PHOTOGRAPHER,Japan,M,24,65.61,https://en.wikipedia.org/?curid=1806873,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
52,candidate-0052-michael-schumacher,Michael Schumacher,1969,RACING DRIVER,Germany,M,145,80.17,https://en.wikipedia.org/?curid=20396,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
389,candidate-0389-alessandra-ambrosio,Alessandra Ambrosio,1981,MODEL,Brazil,F,60,64.32,https://en.wikipedia.org/?curid=929522,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
343,candidate-0343-susan-polgár,Susan Polgár,1969,CHESS PLAYER,Hungary,F,50,66.05,https://en.wikipedia.org/?curid=23467242,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
149,candidate-0149-eddie-jordan,Eddie Jordan,1948,BUSINESSPERSON,Ireland,M,38,75.29,https://en.wikipedia.org/?curid=697722,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
117,candidate-0117-stuart-sutcliffe,Stuart Sutcliffe,1940,MUSICIAN,United Kingdom,M,51,76.65,https://en.wikipedia.org/?curid=125311,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
24,candidate-0024-gerd-müller,Gerd Müller,1945,SOCCER PLAYER,Germany,M,85,83.25,https://en.wikipedia.org/?curid=172313,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
36,candidate-0036-robin-williams,Robin Williams,1951,COMEDIAN,United States,M,133,81.66,https://en.wikipedia.org/?curid=53242,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
99,candidate-0099-vangelis,Vangelis,1943,COMPOSER,Greece,M,70,77.87,https://en.wikipedia.org/?curid=32472,unresearched,unverified_candidate,Ranked for research discovery; HPI is not evidence of early success.
